,Round,Time,Color,Move,Black,White,Depth,Cost,Score
870,16,0.034, O ,"(A, 5)",7,13,3,max,6.0
871,17,0.047, X ,"(A, 4)",9,12,3,min,-3.0
872,18,0.024, O ,"(E, 6)",7,15,3,max,8.0
873,19,0.027, X ,"(F, 6)",12,11,3,min,1.0
874,20,0.062, O ,"(F, 7)",10,14,3,max,4.0
875,21,0.054, X ,"(B, 4)",12,13,3,min,-1.0
876,22,0.039, O ,"(D, 7)",11,15,3,max,4.0
877,23,0.048, X ,"(D, 2)",13,14,3,min,-1.0
878,24,0.062, O ,"(A, 3)",11,17,3,max,6.0
879,25,0.082, X ,"(C, 8)",13,16,3,min,-3.0
880,26,0.064, O ,"(B, 5)",12,18,3,max,6.0
881,27,0.081, X ,"(B, 3)",15,16,3,min,-1.0
882,28,0.062, O ,"(D, 3)",13,19,3,max,6.0
883,29,0.031, X ,"(D, 1)",16,17,3,min,-1.0
884,30,0.051, O ,"(F, 1)",13,21,3,max,8.0
885,31,0.09, X ,"(E, 8)",16,19,3,min,-3.0
886,32,0.095, O ,"(F, 4)",14,22,3,max,8.0
887,33,0.067, X ,"(G, 3)",18,19,3,min,-1.0
888,34,0.114, O ,"(F, 3)",16,22,3,max,6.0
889,35,0.084, X ,"(E, 7)",18,21,3,min,-3.0
890,36,0.076, O ,"(D, 8)",15,25,3,max,10.0
891,37,0.074, X ,"(G, 5)",17,24,3,min,-7.0
892,38,0.107, O ,"(H, 5)",14,28,3,max,14.0
893,39,0.068, X ,"(G, 4)",20,23,3,min,-3.0
894,40,0.082, O ,"(F, 8)",19,25,3,max,6.0
895,41,0.045, X ,"(H, 6)",21,24,3,min,-3.0
896,42,0.064, O ,"(G, 6)",19,27,3,max,8.0
897,43,0.043, X ,"(H, 4)",21,26,3,min,-5.0
898,44,0.037, O ,"(B, 7)",19,29,3,max,10.0
899,45,0.03, X ,"(H, 7)",24,25,3,min,-1.0
900,46,0.033, O ,"(H, 3)",20,30,3,max,10.0
901,47,0.034, X ,"(A, 8)",24,27,3,min,-3.0
902,48,0.034, O ,"(H, 8)",20,32,3,max,12.0
903,49,0.037, X ,"(G, 8)",26,27,3,min,-1.0
904,50,0.02, O ,"(B, 8)",21,33,3,max,12.0
905,51,0.024, X ,"(G, 7)",24,31,3,min,-7.0
906,52,0.008, O ,"(B, 1)",21,35,3,max,14.0
907,53,0.01, X ,"(A, 2)",23,34,3,min,-11.0
908,54,0.004, O ,"(A, 7)",21,37,3,max,16.0
909,55,0.005, X ,"(B, 2)",23,36,3,min,-13.0
910,56,0.003, O ,"(A, 1)",12,48,3,max,36.0
911,57,0.002, X ,"(G, 2)",17,44,3,min,-27.0
912,58,0.001, O ,"(H, 1)",12,50,3,max,38.0
913,59,0.003, X ,"(G, 1)",14,49,3,min,-35.0
914,60,0.0, O ,"(H, 2)",11,53,3,max,42.0
915,0,0.0,,,2,2,3,,
916,1,0.015, X ,"(E, 3)",4,1,3,min,3.0
917,2,0.015, O ,"(D, 3)",3,3,3,hybrid,0.0
918,3,0.021, X ,"(C, 2)",5,2,3,min,3.0
919,4,0.025, O ,"(D, 2)",4,4,3,hybrid,0.0
920,5,0.035, X ,"(C, 1)",6,3,3,min,3.0
921,6,0.034, O ,"(D, 1)",5,5,3,hybrid,0.0
922,7,0.038, X ,"(E, 1)",7,4,3,min,3.0
923,8,0.045, O ,"(F, 2)",6,6,3,hybrid,0.0
924,9,0.07, X ,"(C, 4)",8,5,3,min,3.0
925,10,0.066, O ,"(B, 3)",7,7,3,hybrid,0.0
926,11,0.082, X ,"(C, 3)",9,6,3,min,3.0
927,12,0.044, O ,"(F, 3)",8,8,3,hybrid,0.0
928,13,0.063, X ,"(A, 3)",10,7,3,min,3.0
929,14,0.035, O ,"(C, 5)",9,9,3,hybrid,0.0
930,15,0.061, X ,"(F, 4)",11,8,3,min,3.0
931,16,0.079, O ,"(E, 6)",10,10,3,hybrid,0.0
932,17,0.083, X ,"(F, 5)",13,8,3,min,5.0
933,18,0.093, O ,"(G, 5)",12,10,3,hybrid,-2.0
934,19,0.123, X ,"(G, 3)",15,8,3,min,7.0
935,20,0.067, O ,"(G, 4)",13,11,3,hybrid,-2.0
936,21,0.057, X ,"(B, 5)",15,10,3,min,5.0
937,22,0.079, O ,"(B, 4)",14,12,3,hybrid,-2.0
938,23,0.066, X ,"(A, 5)",16,11,3,min,5.0
939,24,0.064, O ,"(A, 4)",15,13,3,hybrid,-2.0
940,25,0.073, X ,"(B, 6)",18,11,3,min,7.0
941,26,0.074, O ,"(D, 6)",17,13,3,hybrid,-4.0
942,27,0.09, X ,"(H, 4)",21,10,3,min,11.0
943,28,0.093, O ,"(H, 3)",20,12,3,hybrid,-8.0
944,29,0.098, X ,"(H, 6)",22,11,3,min,11.0
945,30,0.087, O ,"(G, 6)",21,13,3,hybrid,-8.0
946,31,0.092, X ,"(C, 6)",25,10,3,min,15.0
947,32,0.062, O ,"(H, 5)",24,12,3,hybrid,-12.0
948,33,0.052, X ,"(C, 7)",27,10,3,min,17.0
949,34,0.072, O ,"(D, 7)",25,13,3,hybrid,-12.0
950,35,0.067, X ,"(A, 6)",27,12,3,min,15.0
951,36,0.062, O ,"(E, 7)",25,15,3,hybrid,-10.0
952,37,0.063, X ,"(D, 8)",28,13,3,min,15.0
953,38,0.061, O ,"(E, 8)",27,15,3,hybrid,-12.0
954,39,0.05, X ,"(F, 7)",31,12,3,min,19.0
955,40,0.053, O ,"(F, 6)",29,15,3,hybrid,-14.0
956,41,0.056, X ,"(F, 8)",31,14,3,min,17.0
957,42,0.048, O ,"(C, 8)",29,17,3,hybrid,-12.0
958,43,0.016, X ,"(H, 2)",33,14,3,min,19.0
959,44,0.046, O ,"(B, 2)",29,19,3,hybrid,-10.0
960,45,0.039, X ,"(B, 8)",34,15,3,min,19.0
961,46,0.027, O ,"(E, 2)",28,22,3,hybrid,-6.0
962,47,0.019, X ,"(F, 1)",30,21,3,min,9.0
963,48,0.037, O ,"(G, 7)",28,24,3,hybrid,-4.0
964,49,0.019, X ,"(G, 2)",31,22,3,min,9.0
965,50,0.014, O ,"(H, 1)",27,27,3,hybrid,0.0
966,51,0.011, X ,"(G, 1)",29,26,3,min,3.0
967,52,0.014, O ,"(B, 1)",24,32,3,hybrid,8.0
968,53,0.006, X ,"(B, 7)",29,28,3,min,1.0
969,54,0.007, O ,"(H, 7)",24,34,3,hybrid,10.0
970,55,0.004, X ,"(A, 2)",29,30,3,min,-1.0
971,56,0.002, O ,"(A, 1)",26,34,3,hybrid,8.0
972,57,0.002, X ,"(G, 8)",33,28,3,min,5.0
973,58,0.002, O ,"(A, 8)",27,35,3,hybrid,8.0
974,59,0.0, X ,"(A, 7)",29,34,3,min,-5.0
975,60,0.0, O ,"(H, 8)",22,42,3,hybrid,20.0
976,0,0.0,,,2,2,3,,
977,1,0.014, X ,"(E, 3)",4,1,3,hybrid,3.0
978,2,0.017, O ,"(F, 5)",3,3,3,max,0.0
979,3,0.023, X ,"(C, 6)",5,2,3,hybrid,3.0
980,4,0.026, O ,"(C, 5)",4,4,3,max,0.0
981,5,0.037, X ,"(C, 4)",6,3,3,hybrid,3.0
982,6,0.045, O ,"(E, 2)",4,6,3,max,2.0
983,7,0.028, X ,"(F, 2)",6,5,3,hybrid,1.0
984,8,0.057, O ,"(C, 3)",5,7,3,max,2.0
985,9,0.045, X ,"(C, 2)",7,6,3,hybrid,1.0
986,10,0.069, O ,"(B, 6)",6,8,3,max,2.0
987,11,0.065, X ,"(A, 6)",8,7,3,hybrid,1.0
988,12,0.036, O ,"(C, 1)",5,11,3,max,6.0
989,13,0.024, X ,"(E, 1)",7,10,3,hybrid,-3.0
990,14,0.021, O ,"(C, 7)",6,12,3,max,6.0
991,15,0.019, X ,"(D, 6)",8,11,3,hybrid,-3.0
992,16,0.035, O ,"(A, 5)",7,13,3,max,6.0
993,17,0.051, X ,"(A, 4)",9,12,3,hybrid,-3.0
994,18,0.025, O ,"(E, 6)",7,15,3,max,8.0
995,19,0.024, X ,"(F, 6)",12,11,3,hybrid,1.0
996,20,0.05, O ,"(F, 7)",10,14,3,max,4.0
997,21,0.056, X ,"(B, 4)",12,13,3,hybrid,-1.0
998,22,0.04, O ,"(D, 7)",11,15,3,max,4.0
999,23,0.049, X ,"(D, 2)",13,14,3,hybrid,-1.0
1000,24,0.069, O ,"(A, 3)",11,17,3,max,6.0
1001,25,0.084, X ,"(C, 8)",13,16,3,hybrid,-3.0
1002,26,0.065, O ,"(B, 5)",12,18,3,max,6.0
1003,27,0.074, X ,"(B, 3)",15,16,3,hybrid,-1.0
1004,28,0.061, O ,"(D, 3)",13,19,3,max,6.0
1005,29,0.032, X ,"(D, 1)",16,17,3,hybrid,-1.0
1006,30,0.061, O ,"(F, 1)",13,21,3,max,8.0
1007,31,0.092, X ,"(E, 8)",16,19,3,hybrid,-3.0
1008,32,0.097, O ,"(F, 4)",14,22,3,max,8.0
1009,33,0.068, X ,"(G, 3)",18,19,3,hybrid,-1.0
1010,34,0.095, O ,"(F, 3)",16,22,3,max,6.0
1011,35,0.084, X ,"(E, 7)",18,21,3,hybrid,-3.0
1012,36,0.086, O ,"(D, 8)",15,25,3,max,10.0
1013,37,0.074, X ,"(G, 5)",17,24,3,hybrid,-7.0
1014,38,0.109, O ,"(H, 5)",14,28,3,max,14.0
1015,39,0.061, X ,"(G, 4)",20,23,3,hybrid,-3.0
1016,40,0.078, O ,"(F, 8)",19,25,3,max,6.0
1017,41,0.046, X ,"(H, 6)",21,24,3,hybrid,-3.0
1018,42,0.067, O ,"(G, 6)",19,27,3,max,8.0
1019,43,0.045, X ,"(H, 4)",21,26,3,hybrid,-5.0
1020,44,0.038, O ,"(B, 7)",19,29,3,max,10.0
1021,45,0.029, X ,"(H, 7)",24,25,3,hybrid,-1.0
1022,46,0.034, O ,"(H, 3)",20,30,3,max,10.0
1023,47,0.037, X ,"(A, 8)",24,27,3,hybrid,-3.0
1024,48,0.033, O ,"(H, 8)",20,32,3,max,12.0
1025,49,0.032, X ,"(B, 8)",24,29,3,hybrid,-5.0
1026,50,0.015, O ,"(A, 7)",18,36,3,max,18.0
1027,51,0.018, X ,"(G, 8)",24,31,3,hybrid,-7.0
1028,52,0.007, O ,"(G, 7)",21,35,3,max,14.0
1029,53,0.008, X ,"(A, 2)",27,30,3,hybrid,-3.0
1030,54,0.003, O ,"(B, 1)",24,34,3,max,10.0
1031,55,0.004, X ,"(G, 1)",27,32,3,hybrid,-5.0
1032,56,0.003, O ,"(H, 1)",26,34,3,max,8.0
1033,57,0.002, X ,"(H, 2)",28,33,3,hybrid,-5.0
1034,58,0.001, O ,"(G, 2)",26,36,3,max,10.0
1035,59,0.0, X ,"(B, 2)",33,30,3,hybrid,3.0
1036,60,0.003, O ,"(A, 1)",29,35,3,max,6.0
1037,0,0.0,,,2,2,3,,
1038,1,0.019, X ,"(E, 3)",4,1,3,hybrid,3.0
1039,2,0.015, O ,"(D, 3)",3,3,3,min,0.0
1040,3,0.022, X ,"(C, 2)",5,2,3,hybrid,3.0
1041,4,0.027, O ,"(D, 2)",4,4,3,min,0.0
1042,5,0.038, X ,"(C, 1)",6,3,3,hybrid,3.0
1043,6,0.037, O ,"(D, 1)",5,5,3,min,0.0
1044,7,0.043, X ,"(E, 1)",7,4,3,hybrid,3.0
1045,8,0.049, O ,"(F, 2)",6,6,3,min,0.0
1046,9,0.07, X ,"(C, 4)",8,5,3,hybrid,3.0
1047,10,0.083, O ,"(B, 3)",7,7,3,min,0.0
1048,11,0.098, X ,"(C, 3)",9,6,3,hybrid,3.0
1049,12,0.045, O ,"(F, 3)",8,8,3,min,0.0
1050,13,0.066, X ,"(A, 3)",10,7,3,hybrid,3.0
1051,14,0.039, O ,"(C, 5)",9,9,3,min,0.0
1052,15,0.065, X ,"(F, 4)",11,8,3,hybrid,3.0
1053,16,0.075, O ,"(E, 6)",10,10,3,min,0.0
1054,17,0.106, X ,"(F, 5)",13,8,3,hybrid,5.0
1055,18,0.104, O ,"(G, 5)",12,10,3,min,-2.0
1056,19,0.141, X ,"(G, 3)",15,8,3,hybrid,7.0
1057,20,0.083, O ,"(G, 4)",13,11,3,min,-2.0
1058,21,0.066, X ,"(B, 5)",15,10,3,hybrid,5.0
1059,22,0.085, O ,"(B, 4)",14,12,3,min,-2.0
1060,23,0.076, X ,"(A, 5)",16,11,3,hybrid,5.0
1061,24,0.07, O ,"(A, 4)",15,13,3,min,-2.0
1062,25,0.083, X ,"(B, 6)",18,11,3,hybrid,7.0
1063,26,0.086, O ,"(D, 6)",17,13,3,min,-4.0
1064,27,0.11, X ,"(H, 4)",21,10,3,hybrid,11.0
1065,28,0.1, O ,"(H, 3)",20,12,3,min,-8.0
1066,29,0.112, X ,"(H, 6)",22,11,3,hybrid,11.0
1067,30,0.1, O ,"(G, 6)",21,13,3,min,-8.0
1068,31,0.105, X ,"(C, 6)",25,10,3,hybrid,15.0
1069,32,0.093, O ,"(H, 5)",24,12,3,min,-12.0
1070,33,0.061, X ,"(C, 7)",27,10,3,hybrid,17.0
1071,34,0.064, O ,"(D, 7)",25,13,3,min,-12.0
1072,35,0.074, X ,"(A, 6)",27,12,3,hybrid,15.0
1073,36,0.069, O ,"(E, 7)",25,15,3,min,-10.0
1074,37,0.075, X ,"(D, 8)",28,13,3,hybrid,15.0
1075,38,0.082, O ,"(E, 8)",27,15,3,min,-12.0
1076,39,0.062, X ,"(F, 7)",31,12,3,hybrid,19.0
1077,40,0.061, O ,"(F, 6)",29,15,3,min,-14.0
1078,41,0.057, X ,"(F, 8)",31,14,3,hybrid,17.0
1079,42,0.054, O ,"(C, 8)",29,17,3,min,-12.0
1080,43,0.018, X ,"(H, 2)",33,14,3,hybrid,19.0
1081,44,0.052, O ,"(B, 2)",29,19,3,min,-10.0
1082,45,0.043, X ,"(B, 8)",34,15,3,hybrid,19.0
1083,46,0.035, O ,"(A, 2)",33,17,3,min,-16.0
1084,47,0.013, X ,"(A, 1)",40,11,3,hybrid,29.0
1085,48,0.047, O ,"(E, 2)",36,16,3,min,-20.0
1086,49,0.013, X ,"(F, 1)",38,15,3,hybrid,23.0
1087,50,0.022, O ,"(B, 1)",35,19,3,min,-16.0
1088,51,0.044, X ,"(G, 2)",38,17,3,hybrid,21.0
1089,52,0.031, O ,"(H, 1)",34,22,3,min,-12.0
1090,53,0.005, X ,"(G, 1)",36,21,3,hybrid,15.0
1091,54,0.017, O ,"(H, 7)",31,27,3,min,-4.0
1092,55,0.009, X ,"(B, 7)",36,23,3,hybrid,13.0
1093,56,0.007, O ,"(A, 8)",30,30,3,min,0.0
1094,57,0.002, X ,"(A, 7)",32,29,3,hybrid,3.0
1095,58,0.002, O ,"(G, 8)",26,36,3,min,10.0
1096,59,0.0, X ,"(G, 7)",33,30,3,hybrid,3.0
1097,60,0.001, O ,"(H, 8)",28,36,3,min,8.0
1098,0,0.0,,,2,2,4,,
1099,1,0.054, X ,"(E, 3)",4,1,4,max,3.0
1100,2,0.04, O ,"(D, 3)",3,3,4,min,0.0
1101,3,0.078, X ,"(C, 2)",5,2,4,max,3.0
1102,4,0.075, O ,"(D, 2)",4,4,4,min,0.0
1103,5,0.155, X ,"(C, 1)",6,3,4,max,3.0
1104,6,0.143, O ,"(F, 4)",5,5,4,min,0.0
1105,7,0.171, X ,"(C, 5)",8,3,4,max,5.0
1106,8,0.161, O ,"(D, 1)",7,5,4,min,-2.0
1107,9,0.201, X ,"(E, 1)",9,4,4,max,5.0
1108,10,0.16, O ,"(E, 2)",8,6,4,min,-2.0
1109,11,0.244, X ,"(G, 5)",12,3,4,max,9.0
1110,12,0.134, O ,"(F, 3)",11,5,4,min,-6.0
1111,13,0.135, X ,"(G, 4)",14,3,4,max,11.0
1112,14,0.147, O ,"(F, 1)",13,5,4,min,-8.0
1113,15,0.193, X ,"(C, 3)",16,3,4,max,13.0
1114,16,0.219, O ,"(C, 4)",14,6,4,min,-8.0
1115,17,0.251, X ,"(B, 4)",18,3,4,max,15.0
1116,18,0.224, O ,"(B, 3)",17,5,4,min,-12.0
1117,19,0.228, X ,"(A, 3)",21,2,4,max,19.0
1118,20,0.093, O ,"(B, 5)",19,5,4,min,-14.0
1119,21,0.195, X ,"(F, 2)",21,4,4,max,17.0
1120,22,0.259, O ,"(A, 4)",20,6,4,min,-14.0
1121,23,0.12, X ,"(A, 6)",24,3,4,max,21.0
1122,24,0.176, O ,"(B, 6)",23,5,4,min,-18.0
1123,25,0.061, X ,"(A, 5)",27,2,4,max,25.0
1124,26,0.074, O ,"(F, 5)",24,6,4,min,-18.0
1125,27,0.196, X ,"(G, 3)",28,3,4,max,25.0
1126,28,0.117, O ,"(H, 5)",27,5,4,min,-22.0
1127,29,0.136, X ,"(C, 6)",29,4,4,max,25.0
1128,30,0.048, O ,"(B, 1)",23,11,4,min,-12.0
1129,31,0.213, X ,"(H, 6)",25,10,4,max,15.0
1130,32,0.177, O ,"(H, 3)",21,15,4,min,-6.0
1131,33,0.168, X ,"(H, 4)",25,12,4,max,13.0
1132,34,0.168, O ,"(D, 6)",23,15,4,min,-8.0
1133,35,0.38, X ,"(D, 7)",28,11,4,max,17.0
1134,36,0.176, O ,"(E, 6)",27,13,4,min,-14.0
1135,37,0.311, X ,"(G, 6)",30,11,4,max,19.0
1136,38,0.259, O ,"(F, 6)",28,14,4,min,-14.0
1137,39,0.261, X ,"(E, 7)",32,11,4,max,21.0
1138,40,0.237, O ,"(F, 7)",31,13,4,min,-18.0
1139,41,0.263, X ,"(F, 8)",37,8,4,max,29.0
1140,42,0.13, O ,"(E, 8)",33,13,4,min,-20.0
1141,43,0.113, X ,"(H, 2)",35,12,4,max,23.0
1142,44,0.19, O ,"(C, 7)",29,19,4,min,-10.0
1143,45,0.128, X ,"(B, 8)",33,16,4,max,17.0
1144,46,0.104, O ,"(C, 8)",32,18,4,min,-14.0
1145,47,0.07, X ,"(D, 8)",38,13,4,max,25.0
1146,48,0.059, O ,"(G, 7)",35,17,4,min,-18.0
1147,49,0.069, X ,"(B, 7)",37,16,4,max,21.0
1148,50,0.037, O ,"(G, 1)",36,18,4,min,-18.0
1149,51,0.031, X ,"(B, 2)",38,17,4,max,21.0
1150,52,0.033, O ,"(A, 1)",37,19,4,min,-18.0
1151,53,0.016, X ,"(A, 2)",39,18,4,max,21.0
1152,54,0.02, O ,"(H, 7)",37,21,4,min,-16.0
1153,55,0.01, X ,"(H, 8)",44,15,4,max,29.0
1154,56,0.005, O ,"(A, 8)",41,19,4,min,-22.0
1155,57,0.004, X ,"(G, 2)",43,18,4,max,25.0
1156,58,0.001, O ,"(H, 1)",41,21,4,min,-20.0
1157,59,0.0, X ,"(A, 7)",43,20,4,max,23.0
1158,60,0.0, O ,"(G, 8)",36,28,4,min,-8.0
1159,0,0.0,,,2,2,4,,
1160,1,0.053, X ,"(E, 3)",4,1,4,max,3.0
1161,2,0.039, O ,"(D, 3)",3,3,4,hybrid,0.0
1162,3,0.074, X ,"(C, 2)",5,2,4,max,3.0
1163,4,0.076, O ,"(D, 2)",4,4,4,hybrid,0.0
1164,5,0.172, X ,"(C, 1)",6,3,4,max,3.0
1165,6,0.137, O ,"(F, 4)",5,5,4,hybrid,0.0
1166,7,0.159, X ,"(C, 5)",8,3,4,max,5.0
1167,8,0.169, O ,"(D, 1)",7,5,4,hybrid,-2.0
1168,9,0.197, X ,"(E, 1)",9,4,4,max,5.0
1169,10,0.156, O ,"(E, 2)",8,6,4,hybrid,-2.0
1170,11,0.256, X ,"(G, 5)",12,3,4,max,9.0
1171,12,0.128, O ,"(F, 3)",11,5,4,hybrid,-6.0
1172,13,0.126, X ,"(G, 4)",14,3,4,max,11.0
1173,14,0.154, O ,"(F, 1)",13,5,4,hybrid,-8.0
1174,15,0.185, X ,"(C, 3)",16,3,4,max,13.0
1175,16,0.21, O ,"(C, 4)",14,6,4,hybrid,-8.0
1176,17,0.261, X ,"(B, 4)",18,3,4,max,15.0
1177,18,0.211, O ,"(B, 3)",17,5,4,hybrid,-12.0
1178,19,0.24, X ,"(A, 3)",21,2,4,max,19.0
1179,20,0.088, O ,"(B, 5)",19,5,4,hybrid,-14.0
1180,21,0.198, X ,"(F, 2)",21,4,4,max,17.0
1181,22,0.27, O ,"(A, 4)",20,6,4,hybrid,-14.0
1182,23,0.114, X ,"(A, 6)",24,3,4,max,21.0
1183,24,0.181, O ,"(B, 6)",23,5,4,hybrid,-18.0
1184,25,0.059, X ,"(A, 5)",27,2,4,max,25.0
1185,26,0.073, O ,"(F, 5)",24,6,4,hybrid,-18.0
1186,27,0.183, X ,"(G, 3)",28,3,4,max,25.0
1187,28,0.133, O ,"(H, 5)",27,5,4,hybrid,-22.0
1188,29,0.13, X ,"(C, 6)",29,4,4,max,25.0
1189,30,0.048, O ,"(B, 1)",23,11,4,hybrid,-12.0
1190,31,0.203, X ,"(H, 6)",25,10,4,max,15.0
1191,32,0.196, O ,"(H, 3)",21,15,4,hybrid,-6.0
1192,33,0.163, X ,"(H, 4)",25,12,4,max,13.0
1193,34,0.174, O ,"(D, 6)",23,15,4,hybrid,-8.0
1194,35,0.37, X ,"(D, 7)",28,11,4,max,17.0
1195,36,0.189, O ,"(E, 6)",27,13,4,hybrid,-14.0
1196,37,0.295, X ,"(G, 6)",30,11,4,max,19.0
1197,38,0.272, O ,"(F, 6)",28,14,4,hybrid,-14.0
1198,39,0.239, X ,"(E, 7)",32,11,4,max,21.0
1199,40,0.248, O ,"(F, 7)",31,13,4,hybrid,-18.0
1200,41,0.263, X ,"(F, 8)",37,8,4,max,29.0
1201,42,0.14, O ,"(E, 8)",33,13,4,hybrid,-20.0
1202,43,0.116, X ,"(H, 2)",35,12,4,max,23.0
1203,44,0.173, O ,"(C, 7)",29,19,4,hybrid,-10.0
1204,45,0.132, X ,"(B, 8)",33,16,4,max,17.0
1205,46,0.108, O ,"(C, 8)",32,18,4,hybrid,-14.0
1206,47,0.073, X ,"(D, 8)",38,13,4,max,25.0
1207,48,0.06, O ,"(G, 7)",35,17,4,hybrid,-18.0
1208,49,0.06, X ,"(B, 7)",37,16,4,max,21.0
1209,50,0.032, O ,"(G, 1)",36,18,4,hybrid,-18.0
1210,51,0.03, X ,"(B, 2)",38,17,4,max,21.0
1211,52,0.037, O ,"(A, 1)",37,19,4,hybrid,-18.0
1212,53,0.017, X ,"(A, 2)",39,18,4,max,21.0
1213,54,0.022, O ,"(H, 7)",37,21,4,hybrid,-16.0
1214,55,0.009, X ,"(H, 8)",44,15,4,max,29.0
1215,56,0.008, O ,"(G, 8)",42,18,4,hybrid,-24.0
1216,57,0.002, X ,"(G, 2)",44,17,4,max,27.0
1217,58,0.001, O ,"(H, 1)",42,20,4,hybrid,-22.0
1218,59,0.0, O ,"(A, 8)",34,29,4,hybrid,-5.0
1219,60,0.0, X ,"(A, 7)",36,28,4,max,8.0
1220,0,0.0,,,2,2,4,,
1221,1,0.038, X ,"(E, 3)",4,1,4,min,3.0
1222,2,0.045, O ,"(F, 5)",3,3,4,max,0.0
1223,3,0.079, X ,"(C, 6)",5,2,4,min,3.0
1224,4,0.049, O ,"(E, 2)",3,5,4,max,2.0
1225,5,0.067, X ,"(F, 2)",5,4,4,min,1.0
1226,6,0.108, O ,"(C, 3)",4,6,4,max,2.0
1227,7,0.168, X ,"(E, 1)",6,5,4,min,1.0
1228,8,0.073, O ,"(C, 5)",5,7,4,max,2.0
1229,9,0.073, X ,"(F, 3)",8,5,4,min,3.0
1230,10,0.155, O ,"(D, 3)",7,7,4,max,0.0
1231,11,0.162, X ,"(B, 5)",9,6,4,min,3.0
1232,12,0.198, O ,"(A, 5)",6,10,4,max,4.0
1233,13,0.141, X ,"(A, 4)",8,9,4,min,-1.0
1234,14,0.166, O ,"(A, 3)",7,11,4,max,4.0
1235,15,0.111, X ,"(B, 3)",10,9,4,min,1.0
1236,16,0.281, O ,"(D, 7)",8,12,4,max,4.0
1237,17,0.222, X ,"(B, 6)",11,10,4,min,1.0
1238,18,0.321, O ,"(G, 3)",6,16,4,max,10.0
1239,19,0.285, X ,"(D, 2)",8,15,4,min,-7.0
1240,20,0.251, O ,"(D, 1)",4,20,4,max,16.0
1241,21,0.21, X ,"(C, 7)",6,19,4,min,-13.0
1242,22,0.076, O ,"(F, 1)",4,22,4,max,18.0
1243,23,0.132, X ,"(E, 7)",6,21,4,min,-15.0
1244,24,0.116, O ,"(D, 8)",4,24,4,max,20.0
1245,25,0.179, X ,"(A, 6)",6,23,4,min,-17.0
1246,26,0.188, O ,"(C, 4)",4,26,4,max,22.0
1247,27,0.117, X ,"(D, 6)",6,25,4,min,-19.0
1248,28,0.155, O ,"(E, 8)",4,28,4,max,24.0
1249,29,0.122, X ,"(B, 4)",7,26,4,min,-19.0
1250,30,0.172, O ,"(F, 8)",3,31,4,max,28.0
1251,31,0.082, X ,"(E, 6)",6,29,4,min,-23.0
1252,32,0.078, O ,"(A, 7)",4,32,4,max,28.0
1253,33,0.179, X ,"(C, 8)",7,30,4,min,-23.0
1254,34,0.08, O ,"(B, 8)",4,34,4,max,30.0
1255,35,0.17, X ,"(F, 7)",6,33,4,min,-27.0
1256,36,0.087, O ,"(F, 6)",3,37,4,max,34.0
1257,37,0.11, X ,"(C, 2)",7,34,4,min,-27.0
1258,38,0.082, O ,"(C, 1)",2,40,4,max,38.0
1259,39,0.04, X ,"(G, 4)",5,38,4,min,-33.0
1260,40,0.055, O ,"(H, 3)",1,43,4,max,42.0
1261,41,0.014, X ,"(B, 2)",4,41,4,min,-37.0
1262,42,0.016, O ,"(A, 1)",3,43,4,max,40.0
1263,43,0.028, X ,"(B, 1)",5,42,4,min,-37.0
1264,44,0.008, O ,"(A, 2)",3,45,4,max,42.0
1265,45,0.017, X ,"(F, 4)",7,42,4,min,-35.0
1266,46,0.016, O ,"(G, 5)",6,44,4,max,38.0
1267,47,0.037, X ,"(H, 4)",9,42,4,min,-33.0
1268,48,0.021, O ,"(H, 5)",7,45,4,max,38.0
1269,49,0.037, X ,"(H, 6)",9,44,4,min,-35.0
1270,50,0.021, O ,"(H, 7)",8,46,4,max,38.0
1271,51,0.023, X ,"(G, 6)",10,45,4,min,-35.0
1272,52,0.009, O ,"(G, 7)",8,48,4,max,40.0
1273,53,0.016, X ,"(H, 8)",12,45,4,min,-33.0
1274,54,0.005, O ,"(G, 8)",11,47,4,max,36.0
1275,55,0.008, X ,"(H, 2)",18,41,4,min,-23.0
1276,56,0.003, O ,"(G, 2)",17,43,4,max,26.0
1277,57,0.003, X ,"(H, 1)",20,41,4,min,-21.0
1278,58,0.001, O ,"(G, 1)",19,43,4,max,24.0
1279,59,0.0, X ,"(A, 8)",26,37,4,min,-11.0
1280,60,0.0, X ,"(B, 7)",35,29,4,min,6.0
1281,0,0.0,,,2,2,4,,
1282,1,0.042, X ,"(E, 3)",4,1,4,min,3.0
1283,2,0.05, O ,"(D, 3)",3,3,4,hybrid,0.0
1284,3,0.09, X ,"(C, 4)",5,2,4,min,3.0
1285,4,0.075, O ,"(B, 3)",4,4,4,hybrid,0.0
1286,5,0.166, X ,"(B, 4)",6,3,4,min,3.0
1287,6,0.11, O ,"(F, 3)",4,6,4,hybrid,2.0
1288,7,0.245, X ,"(C, 5)",6,5,4,min,1.0
1289,8,0.229, O ,"(A, 4)",3,9,4,hybrid,6.0
1290,9,0.163, X ,"(D, 2)",6,7,4,min,-1.0
1291,10,0.228, O ,"(C, 1)",5,9,4,hybrid,4.0
1292,11,0.186, X ,"(D, 1)",7,8,4,min,-1.0
1293,12,0.239, O ,"(E, 1)",6,10,4,hybrid,4.0
1294,13,0.166, X ,"(E, 2)",9,8,4,min,1.0
1295,14,0.136, O ,"(C, 3)",6,12,4,hybrid,6.0
