,Round,Time,Color,Move,Black,White,Depth,Cost,Score
0,0,0.0,,,2,2,1,,
1,1,0.001, X ,"(E, 3)",4,1,1,max,3.0
2,2,0.002, O ,"(D, 3)",3,3,1,min,0.0
3,3,0.001, X ,"(C, 3)",6,1,1,max,5.0
4,4,0.003, O ,"(F, 3)",5,3,1,min,-2.0
5,5,0.002, X ,"(G, 3)",7,2,1,max,5.0
6,6,0.002, O ,"(C, 2)",6,4,1,min,-2.0
7,7,0.003, X ,"(C, 6)",9,2,1,max,7.0
8,8,0.002, O ,"(B, 3)",8,4,1,min,-4.0
9,9,0.002, X ,"(A, 3)",12,1,1,max,11.0
10,10,0.004, O ,"(A, 4)",11,3,1,min,-8.0
11,11,0.001, X ,"(C, 1)",13,2,1,max,11.0
12,12,0.001, O ,"(D, 1)",12,4,1,min,-8.0
13,13,0.003, X ,"(E, 1)",14,3,1,max,11.0
14,14,0.002, O ,"(C, 4)",13,5,1,min,-8.0
15,15,0.002, X ,"(C, 5)",17,2,1,max,15.0
16,16,0.003, O ,"(E, 6)",15,5,1,min,-10.0
17,17,0.002, X ,"(B, 4)",17,4,1,max,13.0
18,18,0.002, O ,"(F, 5)",16,6,1,min,-10.0
19,19,0.003, X ,"(G, 5)",20,3,1,max,17.0
20,20,0.002, O ,"(G, 4)",19,5,1,min,-14.0
21,21,0.002, X ,"(A, 5)",21,4,1,max,17.0
22,22,0.002, O ,"(H, 5)",20,6,1,min,-14.0
23,23,0.002, X ,"(G, 6)",24,3,1,max,21.0
24,24,0.002, O ,"(F, 7)",23,5,1,min,-18.0
25,25,0.001, X ,"(D, 7)",25,4,1,max,21.0
26,26,0.001, O ,"(E, 2)",23,7,1,min,-16.0
27,27,0.001, X ,"(F, 1)",25,6,1,max,19.0
28,28,0.002, O ,"(H, 3)",24,8,1,min,-16.0
29,29,0.002, X ,"(G, 2)",28,5,1,max,23.0
30,30,0.001, O ,"(C, 8)",24,10,1,min,-14.0
31,31,0.002, X ,"(E, 7)",26,9,1,max,17.0
32,32,0.001, O ,"(B, 5)",21,15,1,min,-6.0
33,33,0.002, X ,"(D, 6)",25,12,1,max,13.0
34,34,0.002, O ,"(H, 1)",21,17,1,min,-4.0
35,35,0.002, X ,"(E, 8)",25,14,1,max,11.0
36,36,0.001, O ,"(D, 2)",23,17,1,min,-6.0
37,37,0.002, X ,"(F, 4)",27,14,1,max,13.0
38,38,0.002, O ,"(F, 2)",26,16,1,min,-10.0
39,39,0.002, X ,"(H, 2)",31,12,1,max,19.0
40,40,0.002, O ,"(G, 1)",29,15,1,min,-14.0
41,41,0.002, X ,"(H, 4)",33,12,1,max,21.0
42,42,0.002, O ,"(A, 6)",31,15,1,min,-16.0
43,43,0.002, X ,"(B, 6)",33,14,1,max,19.0
44,44,0.002, O ,"(D, 8)",31,17,1,min,-14.0
45,45,0.001, X ,"(C, 7)",34,15,1,max,19.0
46,46,0.002, O ,"(F, 8)",33,17,1,min,-16.0
47,47,0.001, X ,"(F, 6)",35,16,1,max,19.0
48,48,0.001, O ,"(A, 2)",32,20,1,min,-12.0
49,49,0.001, X ,"(H, 6)",35,18,1,max,17.0
50,50,0.002, O ,"(B, 2)",31,23,1,min,-8.0
51,51,0.001, X ,"(A, 1)",33,22,1,max,11.0
52,52,0.001, O ,"(B, 1)",28,28,1,min,0.0
53,53,0.001, X ,"(A, 7)",34,23,1,max,11.0
54,54,0.001, O ,"(B, 7)",27,31,1,min,4.0
55,55,0.001, X ,"(A, 8)",31,28,1,max,3.0
56,56,0.001, O ,"(B, 8)",30,30,1,min,0.0
57,57,0.001, X ,"(G, 8)",37,24,1,max,13.0
58,58,0.0, O ,"(H, 7)",29,33,1,min,4.0
59,59,0.001, X ,"(G, 7)",31,32,1,max,-1.0
60,60,0.0, O ,"(H, 8)",26,38,1,min,12.0
61,0,0.0,,,2,2,1,,
62,1,0.001, X ,"(E, 3)",4,1,1,max,3.0
63,2,0.002, O ,"(D, 3)",3,3,1,hybrid,0.0
64,3,0.002, X ,"(C, 3)",6,1,1,max,5.0
65,4,0.001, O ,"(F, 3)",5,3,1,hybrid,-2.0
66,5,0.002, X ,"(G, 3)",7,2,1,max,5.0
67,6,0.002, O ,"(C, 2)",6,4,1,hybrid,-2.0
68,7,0.001, X ,"(C, 6)",9,2,1,max,7.0
69,8,0.001, O ,"(B, 3)",8,4,1,hybrid,-4.0
70,9,0.002, X ,"(A, 3)",12,1,1,max,11.0
71,10,0.002, O ,"(A, 4)",11,3,1,hybrid,-8.0
72,11,0.002, X ,"(C, 1)",13,2,1,max,11.0
73,12,0.003, O ,"(D, 1)",12,4,1,hybrid,-8.0
74,13,0.002, X ,"(E, 1)",14,3,1,max,11.0
75,14,0.002, O ,"(C, 4)",13,5,1,hybrid,-8.0
76,15,0.003, X ,"(C, 5)",17,2,1,max,15.0
77,16,0.002, O ,"(E, 6)",15,5,1,hybrid,-10.0
78,17,0.002, X ,"(B, 4)",17,4,1,max,13.0
79,18,0.002, O ,"(F, 5)",16,6,1,hybrid,-10.0
80,19,0.001, X ,"(G, 5)",20,3,1,max,17.0
81,20,0.002, O ,"(G, 4)",19,5,1,hybrid,-14.0
82,21,0.002, X ,"(A, 5)",21,4,1,max,17.0
83,22,0.002, O ,"(H, 5)",20,6,1,hybrid,-14.0
84,23,0.002, X ,"(G, 6)",24,3,1,max,21.0
85,24,0.001, O ,"(F, 7)",23,5,1,hybrid,-18.0
86,25,0.003, X ,"(D, 7)",25,4,1,max,21.0
87,26,0.001, O ,"(E, 2)",23,7,1,hybrid,-16.0
88,27,0.001, X ,"(F, 1)",25,6,1,max,19.0
89,28,0.004, O ,"(H, 3)",24,8,1,hybrid,-16.0
90,29,0.001, X ,"(G, 2)",28,5,1,max,23.0
91,30,0.002, O ,"(C, 8)",24,10,1,hybrid,-14.0
92,31,0.002, X ,"(E, 7)",26,9,1,max,17.0
93,32,0.001, O ,"(B, 5)",21,15,1,hybrid,-6.0
94,33,0.001, X ,"(D, 6)",25,12,1,max,13.0
95,34,0.001, O ,"(H, 1)",21,17,1,hybrid,-4.0
96,35,0.002, X ,"(E, 8)",25,14,1,max,11.0
97,36,0.002, O ,"(D, 2)",23,17,1,hybrid,-6.0
98,37,0.002, X ,"(F, 4)",27,14,1,max,13.0
99,38,0.004, O ,"(F, 2)",26,16,1,hybrid,-10.0
100,39,0.001, X ,"(H, 2)",31,12,1,max,19.0
101,40,0.001, O ,"(G, 1)",29,15,1,hybrid,-14.0
102,41,0.001, X ,"(H, 4)",33,12,1,max,21.0
103,42,0.001, O ,"(A, 6)",31,15,1,hybrid,-16.0
104,43,0.002, X ,"(B, 6)",33,14,1,max,19.0
105,44,0.001, O ,"(D, 8)",31,17,1,hybrid,-14.0
106,45,0.002, X ,"(C, 7)",34,15,1,max,19.0
107,46,0.001, O ,"(F, 6)",29,21,1,hybrid,-8.0
108,47,0.001, X ,"(F, 8)",35,16,1,max,19.0
109,48,0.001, O ,"(B, 1)",30,22,1,hybrid,-8.0
110,49,0.004, X ,"(H, 6)",33,20,1,max,13.0
111,50,0.001, O ,"(H, 7)",25,29,1,hybrid,4.0
112,51,0.001, X ,"(A, 2)",30,25,1,max,5.0
113,52,0.001, O ,"(A, 1)",26,30,1,hybrid,4.0
114,53,0.001, X ,"(B, 2)",28,29,1,max,-1.0
115,54,0.001, O ,"(G, 8)",21,37,1,hybrid,16.0
116,55,0.001, X ,"(G, 7)",24,35,1,max,-11.0
117,56,0.001, O ,"(H, 8)",18,42,1,hybrid,24.0
118,57,0.001, X ,"(A, 7)",20,41,1,max,-21.0
119,58,0.001, O ,"(A, 8)",19,43,1,hybrid,24.0
120,59,0.001, O ,"(B, 7)",12,51,1,hybrid,39.0
121,60,0.0, X ,"(B, 8)",14,50,1,max,-36.0
122,0,0.0,,,2,2,1,,
123,1,0.001, X ,"(E, 3)",4,1,1,min,3.0
124,2,0.001, O ,"(D, 3)",3,3,1,max,0.0
125,3,0.002, X ,"(C, 2)",5,2,1,min,3.0
126,4,0.002, O ,"(D, 2)",4,4,1,max,0.0
127,5,0.002, X ,"(C, 1)",6,3,1,min,3.0
128,6,0.002, O ,"(F, 3)",4,6,1,max,2.0
129,7,0.001, X ,"(C, 3)",6,5,1,min,1.0
130,8,0.002, O ,"(D, 1)",5,7,1,max,2.0
131,9,0.002, X ,"(F, 2)",7,6,1,min,1.0
132,10,0.002, O ,"(B, 3)",5,9,1,max,4.0
133,11,0.002, X ,"(E, 1)",7,8,1,min,-1.0
134,12,0.002, O ,"(F, 6)",5,11,1,max,6.0
135,13,0.002, X ,"(G, 3)",7,10,1,min,-3.0
136,14,0.002, O ,"(H, 3)",4,14,1,max,10.0
137,15,0.002, X ,"(H, 4)",6,13,1,min,-7.0
138,16,0.002, O ,"(F, 1)",5,15,1,max,10.0
139,17,0.002, X ,"(A, 4)",8,13,1,min,-5.0
140,18,0.002, O ,"(A, 3)",7,15,1,max,8.0
141,19,0.002, X ,"(E, 2)",9,14,1,min,-5.0
142,20,0.001, O ,"(A, 5)",8,16,1,max,8.0
143,21,0.002, X ,"(B, 4)",10,15,1,min,-5.0
144,22,0.004, O ,"(C, 4)",9,17,1,max,8.0
145,23,0.002, X ,"(F, 4)",11,16,1,min,-5.0
146,24,0.002, O ,"(G, 4)",10,18,1,max,8.0
147,25,0.002, X ,"(B, 5)",13,16,1,min,-3.0
148,26,0.002, O ,"(A, 6)",9,21,1,max,12.0
149,27,0.002, X ,"(C, 5)",12,19,1,min,-7.0
150,28,0.002, O ,"(B, 6)",9,23,1,max,14.0
151,29,0.002, X ,"(C, 6)",11,22,1,min,-11.0
152,30,0.001, O ,"(D, 6)",9,25,1,max,16.0
153,31,0.002, X ,"(F, 5)",12,23,1,min,-11.0
154,32,0.002, O ,"(G, 5)",11,25,1,max,14.0
155,33,0.009, X ,"(E, 6)",14,23,1,min,-9.0
156,34,0.002, O ,"(E, 7)",11,27,1,max,16.0
157,35,0.002, X ,"(D, 7)",13,26,1,min,-13.0
158,36,0.002, O ,"(D, 8)",10,30,1,max,20.0
159,37,0.005, X ,"(F, 7)",13,28,1,min,-15.0
160,38,0.002, O ,"(H, 5)",12,30,1,max,18.0
161,39,0.002, X ,"(C, 8)",14,29,1,min,-15.0
162,40,0.002, O ,"(C, 7)",13,31,1,max,18.0
163,41,0.002, X ,"(E, 8)",16,29,1,min,-13.0
164,42,0.001, O ,"(F, 8)",14,32,1,max,18.0
165,43,0.002, X ,"(H, 6)",18,29,1,min,-11.0
166,44,0.002, O ,"(G, 6)",17,31,1,max,14.0
167,45,0.002, X ,"(A, 2)",19,30,1,min,-11.0
168,46,0.001, O ,"(A, 1)",18,32,1,max,14.0
169,47,0.001, X ,"(G, 1)",21,30,1,min,-9.0
170,48,0.001, O ,"(B, 2)",17,35,1,max,18.0
171,49,0.002, X ,"(B, 1)",19,34,1,min,-15.0
172,50,0.001, O ,"(H, 1)",13,41,1,max,28.0
173,51,0.002, X ,"(G, 2)",16,39,1,min,-23.0
174,52,0.0, O ,"(H, 2)",12,44,1,max,32.0
175,53,0.0, X ,"(B, 7)",14,43,1,min,-29.0
176,54,0.0, O ,"(A, 8)",9,49,1,max,40.0
177,55,0.0, X ,"(A, 7)",13,46,1,min,-33.0
178,56,0.0, O ,"(B, 8)",10,50,1,max,40.0
179,57,0.001, X ,"(G, 8)",12,49,1,min,-37.0
180,58,0.0, O ,"(H, 8)",11,51,1,max,40.0
181,59,0.001, X ,"(G, 7)",14,49,1,min,-35.0
182,60,0.0, O ,"(H, 7)",11,53,1,max,42.0
183,0,0.0,,,2,2,1,,
184,1,0.001, X ,"(E, 3)",4,1,1,min,3.0
185,2,0.002, O ,"(D, 3)",3,3,1,hybrid,0.0
186,3,0.002, X ,"(C, 2)",5,2,1,min,3.0
187,4,0.002, O ,"(D, 2)",4,4,1,hybrid,0.0
188,5,0.006, X ,"(C, 1)",6,3,1,min,3.0
189,6,0.002, O ,"(D, 1)",5,5,1,hybrid,0.0
190,7,0.002, X ,"(E, 1)",7,4,1,min,3.0
191,8,0.002, O ,"(F, 2)",6,6,1,hybrid,0.0
192,9,0.004, X ,"(G, 3)",8,5,1,min,3.0
193,10,0.001, O ,"(F, 3)",7,7,1,hybrid,0.0
194,11,0.002, X ,"(F, 5)",10,5,1,min,5.0
195,12,0.004, O ,"(F, 1)",9,7,1,hybrid,-2.0
196,13,0.001, X ,"(C, 4)",11,6,1,min,5.0
197,14,0.002, O ,"(B, 3)",10,8,1,hybrid,-2.0
198,15,0.004, X ,"(C, 3)",12,7,1,min,5.0
199,16,0.001, O ,"(E, 2)",11,9,1,hybrid,-2.0
200,17,0.002, X ,"(A, 3)",13,8,1,min,5.0
201,18,0.002, O ,"(H, 3)",12,10,1,hybrid,-2.0
202,19,0.002, X ,"(B, 4)",14,9,1,min,5.0
203,20,0.003, O ,"(B, 5)",13,11,1,hybrid,-2.0
204,21,0.002, X ,"(F, 4)",15,10,1,min,5.0
205,22,0.002, O ,"(A, 4)",14,12,1,hybrid,-2.0
206,23,0.001, X ,"(C, 6)",16,11,1,min,5.0
207,24,0.002, O ,"(D, 7)",15,13,1,hybrid,-2.0
208,25,0.001, X ,"(G, 4)",18,11,1,min,7.0
209,26,0.001, O ,"(G, 5)",17,13,1,hybrid,-4.0
210,27,0.002, X ,"(H, 6)",19,12,1,min,7.0
211,28,0.001, O ,"(C, 5)",17,15,1,hybrid,-2.0
212,29,0.002, X ,"(H, 5)",19,14,1,min,5.0
213,30,0.002, O ,"(H, 4)",16,18,1,hybrid,2.0
214,31,0.001, X ,"(B, 6)",19,16,1,min,3.0
215,32,0.002, O ,"(A, 5)",18,18,1,hybrid,0.0
216,33,0.004, X ,"(D, 6)",21,16,1,min,5.0
217,34,0.001, O ,"(G, 6)",19,19,1,hybrid,0.0
218,35,0.001, X ,"(F, 7)",21,18,1,min,3.0
219,36,0.004, O ,"(F, 6)",20,20,1,hybrid,0.0
220,37,0.001, X ,"(D, 8)",22,19,1,min,3.0
221,38,0.001, O ,"(E, 6)",21,21,1,hybrid,0.0
222,39,0.003, X ,"(E, 7)",26,17,1,min,9.0
223,40,0.002, O ,"(F, 8)",25,19,1,hybrid,-6.0
224,41,0.001, X ,"(E, 8)",27,18,1,min,9.0
225,42,0.002, O ,"(A, 6)",23,23,1,hybrid,0.0
226,43,0.002, X ,"(C, 7)",26,21,1,min,5.0
227,44,0.002, O ,"(C, 8)",20,28,1,hybrid,8.0
228,45,0.002, X ,"(G, 7)",22,27,1,min,-5.0
229,46,0.001, O ,"(H, 8)",19,31,1,hybrid,12.0
230,47,0.001, X ,"(H, 7)",21,30,1,min,-9.0
231,48,0.001, O ,"(G, 8)",18,34,1,hybrid,16.0
232,49,0.001, X ,"(G, 2)",20,33,1,min,-13.0
233,50,0.001, O ,"(H, 1)",17,37,1,hybrid,20.0
234,51,0.001, X ,"(G, 1)",19,36,1,min,-17.0
235,52,0.0, O ,"(B, 2)",12,44,1,hybrid,32.0
236,53,0.001, X ,"(H, 2)",18,39,1,min,-21.0
237,54,0.001, O ,"(B, 1)",13,45,1,hybrid,32.0
238,55,0.001, X ,"(A, 1)",17,42,1,min,-25.0
239,56,0.0, O ,"(A, 2)",15,45,1,hybrid,30.0
240,57,0.001, X ,"(B, 8)",17,44,1,min,-27.0
241,58,0.0, O ,"(A, 8)",16,46,1,hybrid,30.0
242,59,0.001, X ,"(A, 7)",24,39,1,min,-15.0
243,60,0.001, O ,"(B, 7)",22,42,1,hybrid,20.0
244,0,0.0,,,2,2,1,,
245,1,0.002, X ,"(E, 3)",4,1,1,hybrid,3.0
246,2,0.002, O ,"(D, 3)",3,3,1,max,0.0
247,3,0.002, X ,"(C, 2)",5,2,1,hybrid,3.0
248,4,0.001, O ,"(D, 2)",4,4,1,max,0.0
249,5,0.002, X ,"(C, 1)",6,3,1,hybrid,3.0
250,6,0.002, O ,"(F, 3)",4,6,1,max,2.0
251,7,0.004, X ,"(C, 3)",6,5,1,hybrid,1.0
252,8,0.001, O ,"(D, 1)",5,7,1,max,2.0
253,9,0.001, X ,"(F, 2)",7,6,1,hybrid,1.0
254,10,0.003, O ,"(B, 3)",5,9,1,max,4.0
255,11,0.002, X ,"(E, 1)",7,8,1,hybrid,-1.0
256,12,0.002, O ,"(F, 6)",5,11,1,max,6.0
257,13,0.002, X ,"(G, 3)",7,10,1,hybrid,-3.0
258,14,0.002, O ,"(H, 3)",4,14,1,max,10.0
259,15,0.001, X ,"(H, 4)",6,13,1,hybrid,-7.0
260,16,0.001, O ,"(F, 1)",5,15,1,max,10.0
261,17,0.001, X ,"(A, 4)",8,13,1,hybrid,-5.0
262,18,0.001, O ,"(A, 3)",7,15,1,max,8.0
263,19,0.003, X ,"(E, 2)",9,14,1,hybrid,-5.0
264,20,0.001, O ,"(A, 5)",8,16,1,max,8.0
265,21,0.002, X ,"(B, 4)",10,15,1,hybrid,-5.0
266,22,0.001, O ,"(C, 4)",9,17,1,max,8.0
267,23,0.002, X ,"(F, 4)",11,16,1,hybrid,-5.0
268,24,0.001, O ,"(G, 4)",10,18,1,max,8.0
269,25,0.002, X ,"(B, 5)",13,16,1,hybrid,-3.0
270,26,0.001, O ,"(A, 6)",9,21,1,max,12.0
271,27,0.002, X ,"(C, 5)",12,19,1,hybrid,-7.0
272,28,0.002, O ,"(B, 6)",9,23,1,max,14.0
273,29,0.002, X ,"(C, 6)",11,22,1,hybrid,-11.0
274,30,0.002, O ,"(D, 6)",9,25,1,max,16.0
275,31,0.002, X ,"(F, 5)",12,23,1,hybrid,-11.0
276,32,0.002, O ,"(G, 5)",11,25,1,max,14.0
277,33,0.002, X ,"(E, 6)",14,23,1,hybrid,-9.0
278,34,0.001, O ,"(E, 7)",11,27,1,max,16.0
279,35,0.003, X ,"(D, 7)",13,26,1,hybrid,-13.0
280,36,0.001, O ,"(D, 8)",10,30,1,max,20.0
281,37,0.002, X ,"(F, 7)",13,28,1,hybrid,-15.0
282,38,0.001, O ,"(H, 5)",12,30,1,max,18.0
283,39,0.004, X ,"(C, 8)",14,29,1,hybrid,-15.0
284,40,0.001, O ,"(C, 7)",13,31,1,max,18.0
285,41,0.001, X ,"(E, 8)",16,29,1,hybrid,-13.0
286,42,0.001, O ,"(F, 8)",14,32,1,max,18.0
287,43,0.002, X ,"(H, 6)",18,29,1,hybrid,-11.0
288,44,0.001, O ,"(G, 6)",17,31,1,max,14.0
289,45,0.001, X ,"(A, 2)",19,30,1,hybrid,-11.0
290,46,0.003, O ,"(A, 1)",18,32,1,max,14.0
291,47,0.002, X ,"(G, 7)",25,26,1,hybrid,-1.0
292,48,0.001, O ,"(B, 1)",20,32,1,max,12.0
293,49,0.002, X ,"(B, 2)",22,31,1,hybrid,-9.0
294,50,0.001, O ,"(H, 8)",16,38,1,max,22.0
295,51,0.001, X ,"(G, 8)",20,35,1,hybrid,-15.0
296,52,0.001, O ,"(H, 7)",16,40,1,max,24.0
297,53,0.001, X ,"(G, 2)",21,36,1,hybrid,-15.0
298,54,0.0, O ,"(H, 1)",17,41,1,max,24.0
299,55,0.0, X ,"(G, 1)",19,40,1,hybrid,-21.0
300,56,0.001, O ,"(H, 2)",12,48,1,max,36.0
301,57,0.001, X ,"(A, 7)",16,45,1,hybrid,-29.0
302,58,0.003, O ,"(A, 8)",15,47,1,max,32.0
303,59,0.0, O ,"(B, 8)",10,53,1,max,43.0
304,60,0.0, O ,"(B, 7)",9,55,1,max,46.0
305,0,0.0,,,2,2,1,,
306,1,0.002, X ,"(E, 3)",4,1,1,hybrid,3.0
307,2,0.001, O ,"(D, 3)",3,3,1,min,0.0
308,3,0.002, X ,"(C, 2)",5,2,1,hybrid,3.0
309,4,0.001, O ,"(D, 2)",4,4,1,min,0.0
310,5,0.002, X ,"(C, 1)",6,3,1,hybrid,3.0
311,6,0.001, O ,"(D, 1)",5,5,1,min,0.0
312,7,0.009, X ,"(E, 1)",7,4,1,hybrid,3.0
313,8,0.003, O ,"(F, 2)",6,6,1,min,0.0
314,9,0.003, X ,"(G, 3)",8,5,1,hybrid,3.0
315,10,0.002, O ,"(F, 3)",7,7,1,min,0.0
316,11,0.002, X ,"(F, 5)",10,5,1,hybrid,5.0
317,12,0.002, O ,"(F, 1)",9,7,1,min,-2.0
318,13,0.002, X ,"(C, 4)",11,6,1,hybrid,5.0
319,14,0.003, O ,"(B, 3)",10,8,1,min,-2.0
320,15,0.002, X ,"(C, 3)",12,7,1,hybrid,5.0
321,16,0.004, O ,"(E, 2)",11,9,1,min,-2.0
322,17,0.003, X ,"(A, 3)",13,8,1,hybrid,5.0
323,18,0.005, O ,"(H, 3)",12,10,1,min,-2.0
324,19,0.001, X ,"(B, 4)",14,9,1,hybrid,5.0
325,20,0.001, O ,"(B, 5)",13,11,1,min,-2.0
326,21,0.002, X ,"(F, 4)",15,10,1,hybrid,5.0
327,22,0.005, O ,"(A, 4)",14,12,1,min,-2.0
328,23,0.003, X ,"(C, 6)",16,11,1,hybrid,5.0
329,24,0.004, O ,"(D, 7)",15,13,1,min,-2.0
330,25,0.002, X ,"(G, 4)",18,11,1,hybrid,7.0
331,26,0.005, O ,"(G, 5)",17,13,1,min,-4.0
332,27,0.003, X ,"(H, 6)",19,12,1,hybrid,7.0
333,28,0.002, O ,"(C, 5)",17,15,1,min,-2.0
334,29,0.002, X ,"(H, 5)",19,14,1,hybrid,5.0
335,30,0.001, O ,"(H, 4)",16,18,1,min,2.0
336,31,0.001, X ,"(B, 6)",19,16,1,hybrid,3.0
337,32,0.001, O ,"(A, 5)",18,18,1,min,0.0
338,33,0.002, X ,"(D, 6)",21,16,1,hybrid,5.0
339,34,0.001, O ,"(G, 6)",19,19,1,min,0.0
340,35,0.001, X ,"(F, 7)",21,18,1,hybrid,3.0
341,36,0.006, O ,"(F, 6)",20,20,1,min,0.0
342,37,0.003, X ,"(D, 8)",22,19,1,hybrid,3.0
343,38,0.002, O ,"(E, 6)",21,21,1,min,0.0
344,39,0.002, X ,"(E, 7)",26,17,1,hybrid,9.0
345,40,0.002, O ,"(F, 8)",25,19,1,min,-6.0
346,41,0.005, X ,"(E, 8)",27,18,1,hybrid,9.0
347,42,0.002, O ,"(A, 6)",23,23,1,min,0.0
348,43,0.001, X ,"(C, 7)",26,21,1,hybrid,5.0
349,44,0.002, O ,"(C, 8)",20,28,1,min,8.0
350,45,0.001, X ,"(G, 7)",22,27,1,hybrid,-5.0
351,46,0.001, O ,"(H, 8)",19,31,1,min,12.0
352,47,0.001, X ,"(H, 7)",21,30,1,hybrid,-9.0
353,48,0.001, O ,"(G, 8)",18,34,1,min,16.0
354,49,0.001, X ,"(A, 7)",25,28,1,hybrid,-3.0
355,50,0.001, O ,"(A, 2)",24,30,1,min,6.0
356,51,0.002, X ,"(A, 1)",26,29,1,hybrid,-3.0
357,52,0.0, O ,"(B, 1)",22,34,1,min,12.0
358,53,0.001, X ,"(B, 2)",25,32,1,hybrid,-7.0
359,54,0.001, O ,"(B, 7)",24,34,1,min,10.0
360,55,0.003, X ,"(A, 8)",28,31,1,hybrid,-3.0
361,56,0.001, O ,"(B, 8)",27,33,1,min,6.0
362,57,0.0, X ,"(G, 1)",34,27,1,hybrid,7.0
363,58,0.001, O ,"(G, 2)",30,32,1,min,2.0
364,59,0.001, X ,"(H, 1)",37,26,1,hybrid,11.0
365,60,0.0, X ,"(H, 2)",43,21,1,hybrid,22.0
366,0,0.0,,,2,2,2,,
367,1,0.005, X ,"(E, 3)",4,1,2,max,3.0
368,2,0.005, O ,"(D, 3)",3,3,2,min,0.0
369,3,0.011, X ,"(C, 2)",5,2,2,max,3.0
370,4,0.008, O ,"(D, 2)",4,4,2,min,0.0
371,5,0.01, X ,"(C, 3)",7,2,2,max,5.0
372,6,0.008, O ,"(F, 3)",6,4,2,min,-2.0
373,7,0.013, X ,"(G, 3)",8,3,2,max,5.0
374,8,0.012, O ,"(E, 2)",7,5,2,min,-2.0
375,9,0.012, X ,"(E, 1)",12,1,2,max,11.0
376,10,0.004, O ,"(F, 5)",11,3,2,min,-8.0
377,11,0.007, X ,"(C, 6)",13,2,2,max,11.0
378,12,0.006, O ,"(C, 5)",12,4,2,min,-8.0
379,13,0.011, X ,"(D, 6)",14,3,2,max,11.0
380,14,0.01, O ,"(E, 7)",13,5,2,min,-8.0
381,15,0.011, X ,"(E, 6)",16,3,2,max,13.0
382,16,0.007, O ,"(C, 7)",15,5,2,min,-10.0
383,17,0.014, X ,"(B, 6)",18,3,2,max,15.0
384,18,0.01, O ,"(A, 5)",17,5,2,min,-12.0
385,19,0.01, X ,"(G, 4)",19,4,2,max,15.0
386,20,0.008, O ,"(B, 4)",17,7,2,min,-10.0
387,21,0.011, X ,"(D, 7)",19,6,2,max,13.0
388,22,0.007, O ,"(F, 2)",17,9,2,min,-8.0
389,23,0.02, X ,"(A, 3)",20,7,2,max,13.0
390,24,0.014, O ,"(C, 1)",19,9,2,min,-10.0
391,25,0.02, X ,"(D, 1)",21,8,2,max,13.0
392,26,0.011, O ,"(H, 4)",20,10,2,min,-10.0
393,27,0.018, X ,"(F, 1)",22,9,2,max,13.0
394,28,0.011, O ,"(G, 5)",21,11,2,min,-10.0
395,29,0.016, X ,"(H, 3)",24,9,2,max,15.0
396,30,0.013, O ,"(B, 3)",22,12,2,min,-10.0
397,31,0.02, X ,"(C, 4)",26,9,2,max,17.0
398,32,0.01, O ,"(F, 4)",23,13,2,min,-10.0
399,33,0.018, X ,"(H, 5)",27,10,2,max,17.0
400,34,0.014, O ,"(H, 6)",26,12,2,min,-14.0
401,35,0.016, X ,"(A, 4)",28,11,2,max,17.0
402,36,0.011, O ,"(D, 8)",27,13,2,min,-14.0
403,37,0.011, X ,"(F, 6)",30,11,2,max,19.0
404,38,0.007, O ,"(B, 5)",29,13,2,min,-16.0
405,39,0.009, X ,"(A, 6)",35,8,2,max,27.0
406,40,0.007, O ,"(F, 7)",33,11,2,min,-22.0
407,41,0.007, X ,"(G, 6)",36,9,2,max,27.0
408,42,0.004, O ,"(G, 1)",32,14,2,min,-18.0
409,43,0.007, X ,"(C, 8)",35,12,2,max,23.0
410,44,0.006, O ,"(H, 2)",31,17,2,min,-14.0
411,45,0.006, X ,"(E, 8)",35,14,2,max,21.0
412,46,0.004, O ,"(F, 8)",32,18,2,min,-14.0
413,47,0.003, X ,"(G, 2)",35,16,2,max,19.0
414,48,0.005, O ,"(H, 7)",34,18,2,min,-16.0
415,49,0.002, X ,"(G, 8)",37,16,2,max,21.0
416,50,0.002, O ,"(B, 1)",34,20,2,min,-14.0
417,51,0.002, X ,"(G, 7)",37,18,2,max,19.0
418,52,0.002, O ,"(H, 1)",35,21,2,min,-14.0
419,53,0.001, X ,"(B, 2)",37,20,2,max,17.0
420,54,0.002, O ,"(A, 7)",34,24,2,min,-10.0
421,55,0.001, X ,"(A, 8)",36,23,2,max,13.0
422,56,0.002, O ,"(A, 1)",34,26,2,min,-8.0
423,57,0.001, X ,"(A, 2)",36,25,2,max,11.0
424,58,0.002, O ,"(H, 8)",33,29,2,min,-4.0
425,59,0.001, X ,"(B, 7)",35,28,2,max,7.0
426,60,0.0, O ,"(B, 8)",22,42,2,min,20.0
427,0,0.0,,,2,2,2,,
428,1,0.006, X ,"(E, 3)",4,1,2,max,3.0
429,2,0.005, O ,"(D, 3)",3,3,2,hybrid,0.0
430,3,0.01, X ,"(C, 2)",5,2,2,max,3.0
431,4,0.008, O ,"(D, 2)",4,4,2,hybrid,0.0
432,5,0.009, X ,"(C, 3)",7,2,2,max,5.0
433,6,0.009, O ,"(F, 3)",6,4,2,hybrid,-2.0
434,7,0.013, X ,"(G, 3)",8,3,2,max,5.0
435,8,0.011, O ,"(E, 2)",7,5,2,hybrid,-2.0
