,Round,Time,Color,Move,Black,White,Depth,Score,Pruning,Log_Time
1448,7,0.169, X ,"(D, 2)",6,5,3,1,False,0.06781451116184012
1449,9,0.204, X ,"(F, 2)",7,6,3,1,False,0.08062648692180573
1450,11,0.18, X ,"(B, 4)",8,7,3,1,False,0.07188200730612536
1451,13,0.144, X ,"(F, 1)",8,9,3,-1,False,0.05842602445700536
1452,15,0.216, X ,"(H, 1)",9,10,3,-1,False,0.08493357493671612
1453,17,0.121, X ,"(D, 6)",9,12,3,-3,False,0.04960561259497315
1454,19,0.163, X ,"(A, 1)",12,11,3,1,False,0.06557971472844842
1455,21,0.198, X ,"(D, 1)",14,11,3,3,False,0.07845681805329256
1456,23,0.195, X ,"(B, 1)",14,13,3,1,False,0.07736790528415652
1457,25,0.209, X ,"(A, 4)",16,13,3,3,False,0.0824263008607719
1458,27,0.226, X ,"(B, 5)",17,14,3,3,False,0.08849047018239622
1459,29,0.167, X ,"(C, 4)",17,16,3,1,False,0.06707085604537019
1460,31,0.187, X ,"(A, 2)",18,17,3,1,False,0.07445071895459124
1461,33,0.151, X ,"(C, 5)",18,19,3,-1,False,0.06107532362979181
1462,35,0.126, X ,"(B, 6)",18,21,3,-3,False,0.05153839051532738
1463,37,0.122, X ,"(D, 8)",19,22,3,-3,False,0.049992856920142555
1464,39,0.117, X ,"(D, 7)",21,22,3,-1,False,0.048053173115609055
1465,41,0.092, X ,"(C, 6)",19,26,3,-7,False,0.03822263836871846
1466,43,0.095, X ,"(C, 8)",18,29,3,-11,False,0.03941411917613713
1467,45,0.082, X ,"(G, 2)",22,27,3,-5,False,0.03422726077055066
1468,47,0.032, X ,"(H, 5)",23,28,3,-5,False,0.01367969729119256
1469,49,0.023, X ,"(H, 3)",24,29,3,-5,False,0.009875633712160119
1470,51,0.016, X ,"(H, 6)",27,28,3,-1,False,0.006893707947900456
1471,53,0.013, X ,"(H, 4)",29,28,3,1,False,0.005609445360280386
1472,55,0.004, X ,"(F, 7)",29,30,3,-1,False,0.0017337128090005314
1473,57,0.004, X ,"(H, 8)",39,22,3,17,False,0.0017337128090005314
1474,59,0.001, X ,"(F, 8)",42,21,3,21,False,0.0004340774793185929
1475,60,0.001, X ,"(A, 8)",53,11,3,42,False,0.0004340774793185929
1476,1,0.023, X ,"(E, 3)",4,1,3,3,False,0.009875633712160119
1477,3,0.041, X ,"(C, 6)",5,2,3,3,False,0.017450729510536125
1478,5,0.051, X ,"(D, 3)",6,3,3,3,False,0.021602716028242194
1479,7,0.107, X ,"(F, 1)",6,5,3,1,False,0.0441476208787228
1480,9,0.111, X ,"(D, 2)",7,6,3,1,False,0.04571405894086761
1481,11,0.18, X ,"(D, 1)",8,7,3,1,False,0.07188200730612536
1482,13,0.141, X ,"(B, 4)",8,9,3,-1,False,0.05728564441821465
1483,15,0.157, X ,"(B, 3)",10,9,3,1,False,0.06333335895174956
1484,17,0.128, X ,"(A, 1)",11,10,3,1,False,0.05230909964732353
1485,19,0.106, X ,"(F, 3)",12,11,3,1,False,0.04375512696867949
1486,21,0.128, X ,"(D, 6)",15,10,3,5,False,0.05230909964732353
1487,23,0.234, X ,"(H, 1)",18,9,3,9,False,0.09131515969722287
1488,25,0.177, X ,"(F, 4)",16,13,3,3,False,0.0707764628434347
1489,27,0.234, X ,"(B, 6)",12,19,3,-7,False,0.09131515969722287
1490,29,0.361, X ,"(E, 6)",13,20,3,-7,False,0.13385812520333468
1491,31,0.37, X ,"(G, 5)",14,21,3,-7,False,0.1367205671564068
1492,33,0.356, X ,"(A, 4)",15,22,3,-7,False,0.1322596895310445
1493,35,0.242, X ,"(A, 8)",14,25,3,-11,False,0.09412159584056139
1494,37,0.214, X ,"(G, 4)",15,26,3,-11,False,0.08421868673923877
1495,39,0.194, X ,"(H, 6)",16,27,3,-11,False,0.07700432679335026
1496,41,0.245, X ,"(H, 4)",17,28,3,-11,False,0.09516935143175519
1497,43,0.14, X ,"(D, 8)",18,29,3,-11,False,0.05690485133647264
1498,45,0.073, X ,"(C, 4)",20,29,3,-9,False,0.030599721965951066
1499,47,0.043, X ,"(A, 6)",25,26,3,-1,False,0.018284308426530838
1500,49,0.035, X ,"(H, 8)",29,24,3,5,False,0.014940349792936524
1501,51,0.034, X ,"(B, 8)",30,25,3,5,False,0.014520538757923713
1502,53,0.016, X ,"(G, 8)",35,22,3,13,False,0.006893707947900456
1503,55,0.011, X ,"(G, 6)",34,25,3,9,False,0.00475115559100102
1504,57,0.004, X ,"(F, 8)",37,24,3,13,False,0.0017337128090005314
1505,59,0.001, X ,"(E, 7)",39,24,3,15,False,0.0004340774793185929
1506,1,0.023, X ,"(E, 3)",4,1,3,3,False,0.009875633712160119
1507,3,0.032, X ,"(F, 4)",5,2,3,3,False,0.01367969729119256
1508,5,0.122, X ,"(G, 3)",5,4,3,1,False,0.049992856920142555
1509,7,0.114, X ,"(C, 3)",5,6,3,-1,False,0.04688519083771014
1510,9,0.087, X ,"(E, 1)",5,8,3,-3,False,0.03622954408629453
1511,11,0.074, X ,"(G, 6)",7,8,3,-1,False,0.031004281363536827
1512,13,0.178, X ,"(B, 3)",8,9,3,-1,False,0.07114529045108281
1513,15,0.2, X ,"(A, 1)",9,10,3,-1,False,0.07918124604762482
1514,17,0.136, X ,"(E, 2)",10,11,3,-1,False,0.05537833137500011
1515,19,0.203, X ,"(C, 2)",10,13,3,-3,False,0.08026562733984477
1516,21,0.207, X ,"(A, 4)",11,14,3,-3,False,0.08170727009734924
1517,23,0.252, X ,"(A, 3)",12,15,3,-3,False,0.09760432887441088
1518,25,0.168, X ,"(B, 1)",12,17,3,-5,False,0.06744284277638066
1519,27,0.125, X ,"(G, 4)",12,19,3,-7,False,0.05115252244738129
1520,29,0.125, X ,"(D, 6)",13,20,3,-7,False,0.05115252244738129
1521,31,0.134, X ,"(G, 5)",14,21,3,-7,False,0.05461305455688774
1522,33,0.123, X ,"(C, 6)",13,24,3,-11,False,0.050379756261457784
1523,35,0.101, X ,"(H, 3)",19,20,3,-1,False,0.041787318971751766
1524,37,0.117, X ,"(B, 5)",19,22,3,-3,False,0.048053173115609055
1525,39,0.115, X ,"(D, 7)",18,25,3,-7,False,0.04727486738417948
1526,41,0.129, X ,"(B, 4)",18,27,3,-9,False,0.05269394192496786
1527,43,0.096, X ,"(B, 6)",19,28,3,-9,False,0.039810554148350386
1528,45,0.059, X ,"(E, 7)",16,33,3,-17,False,0.024895960107484977
1529,47,0.06, X ,"(C, 8)",17,34,3,-17,False,0.02530586526477026
1530,49,0.031, X ,"(G, 1)",20,33,3,-13,False,0.013258665283516512
1531,51,0.017, X ,"(F, 7)",25,30,3,-5,False,0.0073209529227445565
1532,53,0.016, X ,"(H, 1)",25,32,3,-7,False,0.006893707947900456
1533,55,0.015, X ,"(A, 8)",27,32,3,-5,False,0.006466042249231681
1534,57,0.004, X ,"(B, 7)",31,30,3,1,False,0.0017337128090005314
1535,59,0.001, X ,"(H, 8)",43,20,3,23,False,0.0004340774793185929
1536,60,0.0, X ,"(G, 7)",53,11,3,42,False,0.0
1537,1,0.036, X ,"(E, 3)",4,1,3,3,True,0.015359755409214231
1538,3,0.05, X ,"(F, 4)",5,2,3,3,True,0.021189299069938092
1539,5,0.136, X ,"(C, 2)",5,4,3,1,True,0.05537833137500011
1540,7,0.127, X ,"(D, 2)",6,5,3,1,True,0.05192391604610654
1541,9,0.135, X ,"(H, 3)",8,5,3,3,True,0.05499586152914153
1542,11,0.119, X ,"(H, 1)",9,6,3,3,True,0.04883008652835004
1543,13,0.12, X ,"(F, 1)",9,8,3,1,True,0.04921802267018165
1544,15,0.1, X ,"(G, 2)",10,9,3,1,True,0.04139268515822508
1545,17,0.094, X ,"(D, 1)",10,11,3,-1,True,0.039017321997412
1546,19,0.116, X ,"(C, 3)",10,13,3,-3,True,0.04766419460155998
1547,21,0.111, X ,"(D, 6)",15,10,3,5,True,0.04571405894086761
1548,23,0.182, X ,"(A, 1)",17,10,3,7,True,0.07261747654523654
1549,25,0.075, X ,"(A, 3)",16,13,3,3,True,0.03140846425162412
1550,27,0.071, X ,"(G, 4)",17,14,3,3,True,0.029789470831855614
1551,29,0.081, X ,"(C, 5)",15,18,3,-3,True,0.03382569395331033
1552,31,0.096, X ,"(H, 5)",16,19,3,-3,True,0.039810554148350386
1553,33,0.071, X ,"(C, 7)",16,21,3,-5,True,0.029789470831855614
1554,35,0.119, X ,"(B, 6)",17,22,3,-5,True,0.04883008652835004
1555,37,0.095, X ,"(E, 7)",17,24,3,-7,True,0.03941411917613713
1556,39,0.109, X ,"(F, 7)",17,26,3,-9,True,0.04493154614916006
1557,41,0.134, X ,"(C, 4)",21,24,3,-3,True,0.05461305455688774
1558,43,0.087, X ,"(G, 5)",18,29,3,-11,True,0.03622954408629453
1559,45,0.058, X ,"(A, 8)",21,28,3,-7,True,0.024485667699166973
1560,47,0.043, X ,"(B, 1)",28,23,3,5,True,0.018284308426530838
1561,49,0.03, X ,"(B, 4)",33,20,3,13,True,0.012837224705172217
1562,51,0.022, X ,"(A, 5)",35,20,3,15,True,0.009450895798693935
1563,53,0.012, X ,"(A, 6)",37,20,3,17,True,0.005180512503780314
1564,55,0.006, X ,"(G, 6)",42,17,3,25,True,0.0025979807199085947
1565,57,0.003, X ,"(H, 8)",45,16,3,29,True,0.001300933020418072
1566,59,0.0, X ,"(B, 8)",47,16,3,31,True,0.0
1567,60,0.0, X ,"(G, 8)",54,10,3,44,True,0.0
1568,1,0.021, X ,"(E, 3)",4,1,3,3,True,0.009025742086910208
1569,3,0.044, X ,"(F, 4)",5,2,3,3,True,0.01870049866624337
1570,5,0.095, X ,"(G, 3)",5,4,3,1,True,0.03941411917613713
1571,7,0.104, X ,"(C, 3)",5,6,3,-1,True,0.04296907339318013
1572,9,0.141, X ,"(H, 3)",6,7,3,-1,True,0.05728564441821465
1573,11,0.18, X ,"(H, 1)",7,8,3,-1,True,0.07188200730612536
1574,13,0.103, X ,"(G, 1)",8,9,3,-1,True,0.04257551244019059
1575,15,0.054, X ,"(E, 1)",9,10,3,-1,True,0.022840610876527823
1576,17,0.117, X ,"(C, 1)",10,11,3,-1,True,0.048053173115609055
1577,19,0.078, X ,"(B, 4)",12,11,3,1,True,0.03261876085071993
1578,21,0.161, X ,"(A, 4)",14,11,3,3,True,0.06483221973857385
1579,23,0.098, X ,"(C, 4)",15,12,3,3,True,0.04060234011407314
1580,25,0.189, X ,"(A, 1)",15,14,3,1,True,0.0751818546186916
1581,27,0.098, X ,"(A, 3)",17,14,3,3,True,0.04060234011407314
1582,29,0.098, X ,"(F, 2)",19,14,3,5,True,0.04060234011407314
1583,31,0.081, X ,"(B, 5)",16,19,3,-3,True,0.03382569395331033
1584,33,0.122, X ,"(A, 6)",17,20,3,-3,True,0.049992856920142555
1585,35,0.091, X ,"(C, 7)",15,24,3,-9,True,0.037824750588341866
1586,37,0.104, X ,"(C, 6)",20,21,3,-1,True,0.04296907339318013
1587,39,0.098, X ,"(H, 5)",21,22,3,-1,True,0.04060234011407314
1588,41,0.09, X ,"(A, 8)",22,23,3,-1,True,0.037426497940623665
1589,43,0.088, X ,"(G, 6)",22,25,3,-3,True,0.03662889536216113
1590,45,0.051, X ,"(G, 5)",24,25,3,-1,True,0.021602716028242194
1591,47,0.053, X ,"(F, 7)",23,28,3,-5,True,0.022428371185486493
1592,49,0.052, X ,"(H, 8)",22,31,3,-9,True,0.02201573981772028
1593,51,0.033, X ,"(F, 6)",29,26,3,3,True,0.014100321519620545
1594,53,0.025, X ,"(D, 6)",37,20,3,17,True,0.010723865391773066
1595,55,0.011, X ,"(C, 8)",39,20,3,19,True,0.00475115559100102
1596,57,0.003, X ,"(E, 7)",40,21,3,19,True,0.001300933020418072
1597,59,0.003, X ,"(G, 8)",40,23,3,17,True,0.001300933020418072
1598,1,0.024, X ,"(E, 3)",4,1,3,3,True,0.010299956639811961
1599,3,0.053, X ,"(C, 2)",5,2,3,3,True,0.022428371185486493
1600,5,0.061, X ,"(C, 4)",6,3,3,3,True,0.025715383901340642
1601,7,0.122, X ,"(C, 1)",6,5,3,1,True,0.049992856920142555
1602,9,0.096, X ,"(F, 4)",7,6,3,1,True,0.039810554148350386
1603,11,0.162, X ,"(E, 2)",8,7,3,1,True,0.0652061280543119
1604,13,0.204, X ,"(A, 4)",9,8,3,1,True,0.08062648692180573
1605,15,0.184, X ,"(G, 4)",10,9,3,1,True,0.07335170238690095
1606,17,0.228, X ,"(E, 1)",9,12,3,-3,True,0.08919836680514887
1607,19,0.123, X ,"(C, 6)",8,15,3,-7,True,0.050379756261457784
1608,21,0.143, X ,"(B, 4)",10,15,3,-5,True,0.05804623039528174
1609,23,0.252, X ,"(C, 7)",12,15,3,-3,True,0.09760432887441088
1610,25,0.3, X ,"(F, 3)",13,16,3,-3,True,0.11394335230683679
1611,27,0.347, X ,"(H, 3)",14,17,3,-3,True,0.12936759572298562
1612,29,0.224, X ,"(A, 8)",13,20,3,-7,True,0.08778141780954238
1613,31,0.103, X ,"(A, 3)",17,18,3,-1,True,0.04257551244019059
1614,33,0.186, X ,"(A, 1)",14,23,3,-9,True,0.07408468902824378
1615,35,0.123, X ,"(B, 5)",15,24,3,-9,True,0.050379756261457784
1616,37,0.105, X ,"(B, 2)",16,25,3,-9,True,0.0433622780211295
1617,39,0.074, X ,"(G, 6)",17,26,3,-9,True,0.031004281363536827
1618,41,0.138, X ,"(H, 5)",20,25,3,-5,True,0.05614226205905233
1619,43,0.057, X ,"(B, 6)",24,23,3,1,True,0.024074987307426243
1620,45,0.046, X ,"(D, 6)",21,28,3,-7,True,0.01953168453125545
1621,47,0.043, X ,"(H, 1)",20,31,3,-11,True,0.018284308426530838
1622,49,0.034, X ,"(H, 6)",22,31,3,-9,True,0.014520538757923713
1623,51,0.036, X ,"(G, 1)",27,28,3,-1,True,0.015359755409214231
1624,53,0.018, X ,"(H, 8)",38,19,3,19,True,0.007747778000739948
1625,55,0.015, X ,"(B, 8)",43,16,3,27,True,0.006466042249231681
1626,57,0.004, X ,"(F, 7)",51,10,3,41,True,0.0017337128090005314
1627,59,0.001, X ,"(F, 8)",50,13,3,37,True,0.0004340774793185929
1628,1,0.033, X ,"(E, 3)",4,1,3,3,True,0.014100321519620545
1629,3,0.036, X ,"(C, 6)",5,2,3,3,True,0.015359755409214231
1630,5,0.066, X ,"(D, 3)",6,3,3,3,True,0.027757204690553483
1631,7,0.1, X ,"(C, 2)",6,5,3,1,True,0.04139268515822508
1632,9,0.151, X ,"(G, 6)",6,7,3,-1,True,0.06107532362979181
1633,11,0.189, X ,"(D, 6)",7,8,3,-1,True,0.0751818546186916
1634,13,0.187, X ,"(B, 6)",8,9,3,-1,True,0.07445071895459124
1635,15,0.108, X ,"(D, 2)",7,12,3,-5,True,0.04453976039241098
1636,17,0.194, X ,"(D, 1)",8,13,3,-5,True,0.07700432679335026
1637,19,0.225, X ,"(F, 2)",9,14,3,-5,True,0.0881360887005513
1638,21,0.312, X ,"(C, 1)",10,15,3,-5,True,0.11793383503964149
1639,23,0.33, X ,"(A, 8)",11,16,3,-5,True,0.12385164096708581
1640,25,0.303, X ,"(A, 1)",12,17,3,-5,True,0.11494441571258467
1641,27,0.22, X ,"(F, 6)",13,18,3,-5,True,0.08635983067474821
1642,29,0.24, X ,"(B, 2)",13,20,3,-7,True,0.09342168516223506
1643,31,0.197, X ,"(C, 4)",12,23,3,-11,True,0.07809415040641068
1644,33,0.17, X ,"(B, 4)",12,25,3,-13,True,0.06818586174616162
1645,35,0.105, X ,"(F, 1)",10,29,3,-19,True,0.0433622780211295
1646,37,0.095, X ,"(A, 5)",11,30,3,-19,True,0.03941411917613713
1647,39,0.155, X ,"(C, 8)",12,31,3,-19,True,0.06258198422816312
1648,41,0.098, X ,"(H, 4)",14,31,3,-17,True,0.04060234011407314
1649,43,0.094, X ,"(H, 1)",15,32,3,-17,True,0.039017321997412
1650,45,0.067, X ,"(H, 8)",19,30,3,-11,True,0.028164419424469872
1651,47,0.1, X ,"(A, 7)",26,25,3,1,True,0.04139268515822508
1652,49,0.099, X ,"(G, 2)",35,18,3,17,True,0.04099769242349056
1653,51,0.042, X ,"(F, 8)",35,20,3,15,True,0.017867718963505686
1654,53,0.041, X ,"(E, 8)",36,21,3,15,True,0.017450729510536125
1655,55,0.013, X ,"(H, 2)",40,19,3,21,True,0.005609445360280386
1656,57,0.003, X ,"(H, 6)",50,11,3,39,True,0.001300933020418072
1657,59,0.001, X ,"(D, 8)",51,12,3,39,True,0.0004340774793185929
1658,1,0.021, X ,"(E, 3)",4,1,3,3,True,0.009025742086910208
1659,3,0.032, X ,"(F, 4)",5,2,3,3,True,0.01367969729119256
1660,5,0.139, X ,"(G, 3)",5,4,3,1,True,0.05652372407910037
1661,7,0.106, X ,"(G, 5)",5,6,3,-1,True,0.04375512696867949
1662,9,0.087, X ,"(C, 5)",6,7,3,-1,True,0.03622954408629453
1663,11,0.149, X ,"(C, 3)",7,8,3,-1,True,0.060320028688285184
1664,13,0.153, X ,"(A, 3)",7,10,3,-3,True,0.06182930729469903
1665,15,0.115, X ,"(F, 2)",8,11,3,-3,True,0.04727486738417948
1666,17,0.165, X ,"(E, 1)",9,12,3,-3,True,0.0663259253620378
1667,19,0.106, X ,"(B, 6)",10,13,3,-3,True,0.04375512696867949
1668,21,0.127, X ,"(C, 1)",11,14,3,-3,True,0.05192391604610654
1669,23,0.15, X ,"(B, 3)",12,15,3,-3,True,0.06069784035361165
1670,25,0.187, X ,"(D, 2)",13,16,3,-3,True,0.07445071895459124
1671,27,0.087, X ,"(A, 5)",14,17,3,-3,True,0.03622954408629453
1672,29,0.103, X ,"(A, 1)",16,17,3,-1,True,0.04257551244019059
1673,31,0.13, X ,"(B, 2)",17,18,3,-1,True,0.05307844348341968
1674,33,0.093, X ,"(D, 7)",18,19,3,-1,True,0.03862016194970278
1675,35,0.085, X ,"(C, 7)",15,24,3,-9,True,0.0354297381845483
1676,37,0.086, X ,"(D, 6)",16,25,3,-9,True,0.03582982525282817
1677,39,0.073, X ,"(E, 8)",12,31,3,-19,True,0.030599721965951066
1678,41,0.064, X ,"(E, 7)",12,33,3,-21,True,0.0269416279590294
1679,43,0.07, X ,"(F, 6)",16,31,3,-15,True,0.029383777685209667
1680,45,0.042, X ,"(E, 6)",19,30,3,-11,True,0.017867718963505686
1681,47,0.039, X ,"(F, 7)",18,33,3,-15,True,0.016615547557177382
1682,49,0.029, X ,"(G, 1)",23,30,3,-7,True,0.012415374762432893
1683,51,0.023, X ,"(H, 1)",26,29,3,-3,True,0.009875633712160119
1684,53,0.016, X ,"(A, 8)",28,29,3,-1,True,0.006893707947900456
1685,55,0.007, X ,"(H, 8)",30,29,3,1,True,0.003029470553617962
1686,57,0.003, X ,"(G, 8)",37,24,3,13,True,0.001300933020418072
1687,59,0.001, X ,"(H, 4)",38,25,3,13,True,0.0004340774793185929
1688,60,0.001, X ,"(B, 8)",48,16,3,32,True,0.0004340774793185929
1689,1,0.032, X ,"(E, 3)",4,1,3,3,True,0.01367969729119256
1690,3,0.048, X ,"(C, 2)",5,2,3,3,True,0.020361282647707864
1691,5,0.064, X ,"(C, 4)",6,3,3,3,True,0.0269416279590294
1692,7,0.087, X ,"(A, 4)",7,4,3,3,True,0.03622954408629453
1693,9,0.068, X ,"(B, 5)",7,6,3,1,True,0.028571252692537637
1694,11,0.075, X ,"(D, 1)",7,8,3,-1,True,0.03140846425162412
1695,13,0.064, X ,"(E, 6)",8,9,3,-1,True,0.0269416279590294
1696,15,0.084, X ,"(C, 6)",8,11,3,-3,True,0.03502928220236815
1697,17,0.054, X ,"(F, 5)",9,12,3,-3,True,0.022840610876527823
1698,19,0.161, X ,"(F, 1)",10,13,3,-3,True,0.06483221973857385
1699,21,0.138, X ,"(G, 3)",12,13,3,-1,True,0.05614226205905233
1700,23,0.14, X ,"(C, 3)",13,14,3,-1,True,0.05690485133647264
1701,25,0.241, X ,"(C, 1)",13,16,3,-3,True,0.09377178149872986
1702,27,0.232, X ,"(A, 1)",11,20,3,-9,True,0.09061070782840665
1703,29,0.158, X ,"(D, 7)",16,17,3,-1,True,0.06370855939141737
1704,31,0.327, X ,"(A, 8)",17,18,3,-1,True,0.1228709228644355
1705,33,0.209, X ,"(F, 2)",17,20,3,-3,True,0.0824263008607719
1706,35,0.19, X ,"(A, 3)",15,24,3,-9,True,0.07554696139253074
1707,37,0.113, X ,"(H, 1)",18,23,3,-5,True,0.04649516433470831
1708,39,0.163, X ,"(H, 4)",19,24,3,-5,True,0.06557971472844842
1709,41,0.199, X ,"(G, 2)",22,23,3,-1,True,0.0788191830988487
1710,43,0.101, X ,"(G, 4)",23,24,3,-1,True,0.041787318971751766
1711,45,0.061, X ,"(A, 7)",25,24,3,1,True,0.025715383901340642
1712,47,0.044, X ,"(H, 6)",30,21,3,9,True,0.01870049866624337
1713,49,0.033, X ,"(A, 5)",35,18,3,17,True,0.014100321519620545
1714,51,0.016, X ,"(H, 7)",36,19,3,17,True,0.006893707947900456
1715,53,0.017, X ,"(H, 8)",39,18,3,21,True,0.0073209529227445565
1716,55,0.01, X ,"(B, 8)",42,17,3,25,True,0.004321373782642578
1717,57,0.004, X ,"(D, 8)",47,14,3,33,True,0.0017337128090005314
1718,59,0.001, X ,"(F, 7)",51,12,3,39,True,0.0004340774793185929
1719,60,0.001, X ,"(F, 8)",54,10,3,44,True,0.0004340774793185929
1720,1,0.022, X ,"(E, 3)",4,1,3,3,True,0.009450895798693935
1721,3,0.034, X ,"(C, 2)",5,2,3,3,True,0.014520538757923713
1722,5,0.054, X ,"(C, 3)",6,3,3,3,True,0.022840610876527823
1723,7,0.121, X ,"(C, 1)",6,5,3,1,True,0.04960561259497315
1724,9,0.076, X ,"(F, 4)",7,6,3,1,True,0.0318122713303704
1725,11,0.118, X ,"(G, 3)",7,8,3,-1,True,0.04844180355040444
1726,13,0.299, X ,"(B, 3)",9,8,3,1,True,0.11360915107302785
1727,15,0.194, X ,"(A, 1)",10,9,3,1,True,0.07700432679335026
1728,17,0.076, X ,"(A, 4)",7,14,3,-7,True,0.0318122713303704
1729,19,0.11, X ,"(E, 1)",8,15,3,-7,True,0.045322978786657475
1730,21,0.068, X ,"(B, 1)",8,17,3,-9,True,0.028571252692537637
1731,23,0.073, X ,"(E, 2)",10,17,3,-7,True,0.030599721965951066
1732,25,0.077, X ,"(G, 4)",11,18,3,-7,True,0.03221570329798157
1733,27,0.13, X ,"(G, 6)",14,17,3,-3,True,0.05307844348341968
1734,29,0.133, X ,"(H, 1)",15,18,3,-3,True,0.05422990986339725
1735,31,0.159, X ,"(G, 1)",16,19,3,-3,True,0.064083435963596
1736,33,0.107, X ,"(G, 5)",18,19,3,-1,True,0.0441476208787228
1737,35,0.084, X ,"(H, 3)",21,18,3,3,True,0.03502928220236815
1738,37,0.055, X ,"(C, 5)",22,19,3,3,True,0.023252459633711444
1739,39,0.04, X ,"(B, 4)",23,20,3,3,True,0.01703333929878037
1740,40,0.036, X ,"(B, 6)",26,18,3,8,True,0.015359755409214231
1741,42,0.098, X ,"(H, 6)",28,18,3,10,True,0.04060234011407314
1742,44,0.076, X ,"(H, 8)",28,20,3,8,True,0.0318122713303704
1743,46,0.039, X ,"(A, 7)",35,15,3,20,True,0.016615547557177382
1744,48,0.041, X ,"(A, 8)",38,14,3,24,True,0.017450729510536125
1745,50,0.022, X ,"(C, 7)",41,13,3,28,True,0.009450895798693935
1746,52,0.018, X ,"(B, 8)",40,16,3,24,True,0.007747778000739948
1747,54,0.011, X ,"(E, 8)",43,15,3,28,True,0.00475115559100102
1748,56,0.006, X ,"(E, 7)",49,11,3,38,True,0.0025979807199085947
1749,58,0.002, X ,"(G, 8)",52,10,3,42,True,0.0008677215312269133
1750,60,0.001, X ,"(G, 7)",54,10,3,44,True,0.0004340774793185929
1751,1,0.021, X ,"(E, 3)",4,1,3,3,True,0.009025742086910208
1752,3,0.039, X ,"(C, 6)",5,2,3,3,True,0.016615547557177382
1753,5,0.051, X ,"(F, 2)",5,4,3,1,True,0.021602716028242194
1754,7,0.055, X ,"(F, 4)",5,6,3,-1,True,0.023252459633711444
1755,9,0.108, X ,"(A, 8)",8,5,3,3,True,0.04453976039241098
1756,11,0.159, X ,"(E, 1)",9,6,3,3,True,0.064083435963596
1757,13,0.131, X ,"(D, 6)",10,7,3,3,True,0.05346260492545529
1758,15,0.176, X ,"(G, 3)",11,8,3,3,True,0.07040732174011965
1759,17,0.186, X ,"(B, 4)",11,10,3,1,True,0.07408468902824378
1760,19,0.143, X ,"(F, 3)",13,10,3,3,True,0.05804623039528174
1761,21,0.23, X ,"(F, 1)",14,11,3,3,True,0.08990511143939793
1762,23,0.165, X ,"(H, 1)",15,12,3,3,True,0.0663259253620378
1763,25,0.199, X ,"(C, 2)",16,13,3,3,True,0.0788191830988487
1764,27,0.192, X ,"(C, 4)",15,16,3,-1,True,0.0762762554042176
1765,29,0.224, X ,"(C, 1)",17,16,3,1,True,0.08778141780954238
1766,31,0.183, X ,"(A, 1)",18,17,3,1,True,0.07298474462793039
1767,33,0.182, X ,"(A, 2)",19,18,3,1,True,0.07261747654523654
1768,35,0.123, X ,"(B, 3)",19,20,3,-1,True,0.050379756261457784
1769,37,0.173, X ,"(B, 5)",20,21,3,-1,True,0.06929801211552926
1770,39,0.127, X ,"(G, 2)",21,22,3,-1,True,0.05192391604610654
1771,41,0.106, X ,"(A, 6)",21,24,3,-3,True,0.04375512696867949
1772,43,0.062, X ,"(E, 7)",18,29,3,-11,True,0.026124516745450282
1773,45,0.079, X ,"(F, 7)",20,29,3,-9,True,0.033021444682910656
1774,47,0.066, X ,"(H, 8)",23,28,3,-5,True,0.027757204690553483
1775,49,0.057, X ,"(H, 4)",28,25,3,3,True,0.024074987307426243
1776,51,0.027, X ,"(A, 3)",32,23,3,9,True,0.01157044359727816
1777,53,0.024, X ,"(B, 8)",37,20,3,17,True,0.010299956639811961
1778,55,0.013, X ,"(H, 5)",40,19,3,21,True,0.005609445360280386
1779,57,0.004, X ,"(G, 8)",46,15,3,31,True,0.0017337128090005314
1780,59,0.001, X ,"(E, 8)",51,12,3,39,True,0.0004340774793185929
1781,1,0.022, X ,"(E, 3)",4,1,3,3,True,0.009450895798693935
1782,3,0.034, X ,"(C, 6)",5,2,3,3,True,0.014520538757923713
1783,5,0.064, X ,"(D, 3)",6,3,3,3,True,0.0269416279590294
1784,7,0.098, X ,"(D, 2)",6,5,3,1,True,0.04060234011407314
1785,9,0.108, X ,"(F, 4)",6,7,3,-1,True,0.04453976039241098
1786,11,0.098, X ,"(G, 4)",5,10,3,-5,True,0.04060234011407314
1787,13,0.262, X ,"(C, 4)",6,11,3,-5,True,0.10105935490811552
1788,15,0.369, X ,"(C, 7)",8,11,3,-3,True,0.13640344813399
1789,17,0.304, X ,"(H, 4)",9,12,3,-3,True,0.11527759139590141
1790,19,0.256, X ,"(G, 6)",9,14,3,-5,True,0.09898963940117732
1791,21,0.338, X ,"(D, 1)",11,14,3,-3,True,0.12645611343180432
1792,23,0.519, X ,"(A, 8)",11,16,3,-5,True,0.18155777386278638
1793,25,0.336, X ,"(E, 2)",12,17,3,-5,True,0.1258064581395269
1794,27,0.233, X ,"(F, 2)",13,18,3,-5,True,0.09096307659573168
1795,29,0.19, X ,"(B, 5)",14,19,3,-5,True,0.07554696139253074
1796,31,0.209, X ,"(A, 4)",15,20,3,-5,True,0.0824263008607719
1797,33,0.171, X ,"(F, 1)",12,25,3,-13,True,0.06855689507236315
1798,35,0.165, X ,"(F, 6)",12,27,3,-15,True,0.0663259253620378
1799,37,0.119, X ,"(B, 3)",13,28,3,-15,True,0.04883008652835004
1800,39,0.122, X ,"(H, 6)",14,29,3,-15,True,0.049992856920142555
