,Round,Time,Color,Move,Black,White,Depth,Score,Pruning,Log_Time
3279,51,0.003, O ,"(F, 7)",16,39,1,23,False,0.001300933020418072
3280,53,0.0, O ,"(B, 7)",17,40,1,23,False,0.0
3281,55,0.001, O ,"(A, 8)",22,37,1,15,False,0.0004340774793185929
3282,57,0.001, O ,"(G, 7)",18,43,1,25,False,0.0004340774793185929
3283,59,0.0, O ,"(G, 8)",16,47,1,31,False,0.0
3284,2,0.004, O ,"(D, 3)",3,3,1,0,False,0.0017337128090005314
3285,4,0.005, O ,"(B, 3)",4,4,1,0,False,0.0021660617565076304
3286,6,0.008, O ,"(F, 5)",5,5,1,0,False,0.003460532109506489
3287,8,0.004, O ,"(G, 4)",6,6,1,0,False,0.0017337128090005314
3288,10,0.007, O ,"(B, 5)",7,7,1,0,False,0.003029470553617962
3289,12,0.002, O ,"(D, 1)",9,7,1,-2,False,0.0008677215312269133
3290,14,0.005, O ,"(E, 2)",10,8,1,-2,False,0.0021660617565076304
3291,16,0.005, O ,"(A, 6)",12,8,1,-4,False,0.0021660617565076304
3292,18,0.005, O ,"(C, 6)",13,9,1,-4,False,0.0021660617565076304
3293,20,0.005, O ,"(E, 3)",14,10,1,-4,False,0.0021660617565076304
3294,22,0.004, O ,"(A, 4)",16,10,1,-6,False,0.0017337128090005314
3295,24,0.005, O ,"(A, 8)",16,12,1,-4,False,0.0021660617565076304
3296,26,0.005, O ,"(A, 1)",16,14,1,-2,False,0.0021660617565076304
3297,28,0.004, O ,"(D, 7)",17,15,1,-2,False,0.0017337128090005314
3298,30,0.004, O ,"(C, 8)",19,15,1,-4,False,0.0017337128090005314
3299,32,0.01, O ,"(C, 7)",20,16,1,-4,False,0.004321373782642578
3300,34,0.006, O ,"(E, 7)",22,16,1,-6,False,0.0025979807199085947
3301,36,0.005, O ,"(D, 2)",22,18,1,-4,False,0.0021660617565076304
3302,38,0.005, O ,"(C, 1)",22,20,1,-2,False,0.0021660617565076304
3303,40,0.004, O ,"(H, 3)",23,21,1,-2,False,0.0017337128090005314
3304,42,0.004, O ,"(F, 7)",24,22,1,-2,False,0.0017337128090005314
3305,44,0.008, O ,"(F, 1)",21,27,1,6,False,0.003460532109506489
3306,46,0.004, O ,"(H, 5)",17,33,1,16,False,0.0017337128090005314
3307,48,0.004, O ,"(F, 3)",16,36,1,20,False,0.0017337128090005314
3308,50,0.003, O ,"(F, 8)",14,40,1,26,False,0.001300933020418072
3309,52,0.002, O ,"(H, 1)",15,41,1,26,False,0.0008677215312269133
3310,54,0.003, O ,"(H, 8)",16,42,1,26,False,0.001300933020418072
3311,56,0.002, O ,"(H, 7)",14,46,1,32,False,0.0008677215312269133
3312,58,0.001, O ,"(G, 3)",14,48,1,34,False,0.0004340774793185929
3313,2,0.001, O ,"(D, 3)",3,3,1,0,False,0.0004340774793185929
3314,4,0.002, O ,"(F, 5)",4,4,1,0,False,0.0008677215312269133
3315,6,0.004, O ,"(B, 3)",5,5,1,0,False,0.0017337128090005314
3316,8,0.002, O ,"(C, 4)",6,6,1,0,False,0.0008677215312269133
3317,10,0.003, O ,"(F, 2)",7,7,1,0,False,0.001300933020418072
3318,12,0.003, O ,"(A, 5)",9,7,1,-2,False,0.001300933020418072
3319,14,0.003, O ,"(D, 2)",11,7,1,-4,False,0.001300933020418072
3320,16,0.003, O ,"(C, 5)",12,8,1,-4,False,0.001300933020418072
3321,18,0.002, O ,"(E, 6)",13,9,1,-4,False,0.0008677215312269133
3322,20,0.002, O ,"(G, 6)",14,10,1,-4,False,0.0008677215312269133
3323,22,0.004, O ,"(D, 6)",15,11,1,-4,False,0.0017337128090005314
3324,24,0.003, O ,"(B, 6)",16,12,1,-4,False,0.001300933020418072
3325,26,0.002, O ,"(E, 8)",17,13,1,-4,False,0.0008677215312269133
3326,28,0.002, O ,"(A, 4)",20,12,1,-8,False,0.0008677215312269133
3327,30,0.005, O ,"(A, 6)",21,13,1,-8,False,0.0021660617565076304
3328,32,0.002, O ,"(A, 8)",23,13,1,-10,False,0.0008677215312269133
3329,34,0.002, O ,"(D, 7)",24,14,1,-10,False,0.0008677215312269133
3330,36,0.006, O ,"(B, 7)",27,13,1,-14,False,0.0025979807199085947
3331,38,0.003, O ,"(C, 2)",31,11,1,-20,False,0.001300933020418072
3332,40,0.002, O ,"(A, 1)",31,13,1,-18,False,0.0008677215312269133
3333,42,0.002, O ,"(F, 1)",31,15,1,-16,False,0.0008677215312269133
3334,44,0.002, O ,"(H, 1)",32,16,1,-16,False,0.0008677215312269133
3335,46,0.004, O ,"(F, 3)",28,22,1,-6,False,0.0017337128090005314
3336,48,0.002, O ,"(F, 7)",24,28,1,4,False,0.0008677215312269133
3337,50,0.001, O ,"(H, 2)",25,29,1,4,False,0.0004340774793185929
3338,52,0.002, O ,"(H, 8)",24,32,1,8,False,0.0008677215312269133
3339,54,0.001, O ,"(G, 8)",21,37,1,16,False,0.0004340774793185929
3340,56,0.003, O ,"(G, 3)",19,41,1,22,False,0.001300933020418072
3341,58,0.001, O ,"(H, 4)",21,41,1,20,False,0.0004340774793185929
3342,60,0.0, O ,"(H, 6)",21,43,1,22,False,0.0
3343,2,0.002, O ,"(C, 4)",3,3,1,0,False,0.0008677215312269133
3344,4,0.002, O ,"(C, 2)",4,4,1,0,False,0.0008677215312269133
3345,6,0.002, O ,"(A, 4)",5,5,1,0,False,0.0008677215312269133
3346,8,0.001, O ,"(B, 5)",6,6,1,0,False,0.0004340774793185929
3347,10,0.002, O ,"(E, 6)",7,7,1,0,False,0.0008677215312269133
3348,12,0.002, O ,"(D, 7)",8,8,1,0,False,0.0008677215312269133
3349,14,0.001, O ,"(E, 2)",9,9,1,0,False,0.0004340774793185929
3350,16,0.002, O ,"(G, 4)",10,10,1,0,False,0.0008677215312269133
3351,18,0.002, O ,"(H, 1)",8,14,1,6,False,0.0008677215312269133
3352,20,0.001, O ,"(F, 5)",9,15,1,6,False,0.0004340774793185929
3353,22,0.001, O ,"(C, 3)",10,16,1,6,False,0.0004340774793185929
3354,24,0.002, O ,"(C, 1)",12,16,1,4,False,0.0008677215312269133
3355,26,0.002, O ,"(A, 1)",13,17,1,4,False,0.0008677215312269133
3356,28,0.003, O ,"(E, 1)",14,18,1,4,False,0.001300933020418072
3357,30,0.002, O ,"(D, 1)",16,18,1,2,False,0.0008677215312269133
3358,32,0.002, O ,"(F, 1)",20,16,1,-4,False,0.0008677215312269133
3359,34,0.003, O ,"(B, 2)",21,17,1,-4,False,0.001300933020418072
3360,36,0.002, O ,"(A, 5)",22,18,1,-4,False,0.0008677215312269133
3361,38,0.002, O ,"(A, 3)",23,19,1,-4,False,0.0008677215312269133
3362,40,0.002, O ,"(H, 5)",23,21,1,-2,False,0.0008677215312269133
3363,42,0.002, O ,"(A, 6)",22,24,1,2,False,0.0008677215312269133
3364,44,0.001, O ,"(G, 6)",22,26,1,4,False,0.0004340774793185929
3365,46,0.002, O ,"(F, 7)",17,33,1,16,False,0.0008677215312269133
3366,48,0.002, O ,"(C, 7)",15,37,1,22,False,0.0008677215312269133
3367,50,0.001, O ,"(F, 8)",15,39,1,24,False,0.0004340774793185929
3368,52,0.002, O ,"(H, 8)",13,43,1,30,False,0.0008677215312269133
3369,54,0.001, O ,"(A, 8)",16,42,1,26,False,0.0004340774793185929
3370,56,0.001, O ,"(H, 7)",13,47,1,34,False,0.0004340774793185929
3371,58,0.001, O ,"(C, 8)",12,50,1,38,False,0.0004340774793185929
3372,2,0.002, O ,"(D, 3)",3,3,1,0,False,0.0008677215312269133
3373,4,0.001, O ,"(B, 3)",4,4,1,0,False,0.0004340774793185929
3374,6,0.002, O ,"(F, 5)",5,5,1,0,False,0.0008677215312269133
3375,8,0.002, O ,"(F, 3)",6,6,1,0,False,0.0008677215312269133
3376,10,0.001, O ,"(C, 4)",7,7,1,0,False,0.0004340774793185929
3377,12,0.003, O ,"(A, 1)",7,9,1,2,False,0.001300933020418072
3378,14,0.002, O ,"(C, 1)",8,10,1,2,False,0.0008677215312269133
3379,16,0.001, O ,"(A, 2)",9,11,1,2,False,0.0004340774793185929
3380,18,0.002, O ,"(E, 2)",12,10,1,-2,False,0.0008677215312269133
3381,20,0.003, O ,"(D, 1)",14,10,1,-4,False,0.001300933020418072
3382,22,0.002, O ,"(A, 3)",15,11,1,-4,False,0.0008677215312269133
3383,24,0.004, O ,"(H, 3)",16,12,1,-4,False,0.0017337128090005314
3384,26,0.002, O ,"(B, 5)",17,13,1,-4,False,0.0008677215312269133
3385,28,0.002, O ,"(A, 5)",18,14,1,-4,False,0.0008677215312269133
3386,30,0.002, O ,"(H, 1)",19,15,1,-4,False,0.0008677215312269133
3387,32,0.003, O ,"(F, 2)",19,17,1,-2,False,0.001300933020418072
3388,34,0.003, O ,"(G, 2)",21,17,1,-4,False,0.001300933020418072
3389,36,0.002, O ,"(B, 6)",21,19,1,-2,False,0.0008677215312269133
3390,38,0.005, O ,"(E, 7)",22,20,1,-2,False,0.0021660617565076304
3391,40,0.002, O ,"(F, 6)",21,23,1,2,False,0.0008677215312269133
3392,42,0.002, O ,"(C, 7)",23,23,1,0,False,0.0008677215312269133
3393,44,0.001, O ,"(F, 8)",25,23,1,-2,False,0.0004340774793185929
3394,46,0.002, O ,"(H, 5)",22,28,1,6,False,0.0008677215312269133
3395,48,0.001, O ,"(A, 8)",20,32,1,12,False,0.0004340774793185929
3396,50,0.001, O ,"(A, 7)",19,35,1,16,False,0.0004340774793185929
3397,52,0.001, O ,"(E, 8)",19,37,1,18,False,0.0004340774793185929
3398,54,0.001, O ,"(E, 6)",20,38,1,18,False,0.0004340774793185929
3399,56,0.0, O ,"(H, 8)",21,39,1,18,False,0.0
3400,58,0.001, O ,"(C, 8)",18,44,1,26,False,0.0004340774793185929
3401,2,0.002, O ,"(C, 4)",3,3,1,0,False,0.0008677215312269133
3402,4,0.005, O ,"(B, 4)",4,4,1,0,False,0.0021660617565076304
3403,6,0.002, O ,"(C, 2)",5,5,1,0,False,0.0008677215312269133
3404,8,0.002, O ,"(B, 5)",7,5,1,-2,False,0.0008677215312269133
3405,10,0.002, O ,"(F, 5)",8,6,1,-2,False,0.0008677215312269133
3406,12,0.003, O ,"(F, 3)",9,7,1,-2,False,0.001300933020418072
3407,14,0.002, O ,"(A, 6)",10,8,1,-2,False,0.0008677215312269133
3408,16,0.003, O ,"(E, 2)",11,9,1,-2,False,0.001300933020418072
3409,18,0.003, O ,"(E, 6)",14,8,1,-6,False,0.001300933020418072
3410,20,0.002, O ,"(F, 1)",16,8,1,-8,False,0.0008677215312269133
3411,22,0.001, O ,"(G, 5)",16,10,1,-6,False,0.0004340774793185929
3412,24,0.003, O ,"(C, 3)",17,11,1,-6,False,0.001300933020418072
3413,26,0.003, O ,"(C, 1)",19,11,1,-8,False,0.001300933020418072
3414,28,0.002, O ,"(E, 1)",21,11,1,-10,False,0.0008677215312269133
3415,30,0.002, O ,"(G, 3)",25,9,1,-16,False,0.0008677215312269133
3416,32,0.002, O ,"(H, 4)",26,10,1,-16,False,0.0008677215312269133
3417,34,0.004, O ,"(A, 1)",27,11,1,-16,False,0.0017337128090005314
3418,36,0.002, O ,"(H, 1)",28,12,1,-16,False,0.0008677215312269133
3419,38,0.002, O ,"(G, 2)",29,13,1,-16,False,0.0008677215312269133
3420,40,0.003, O ,"(B, 2)",29,15,1,-14,False,0.001300933020418072
3421,42,0.002, O ,"(A, 3)",34,12,1,-22,False,0.0008677215312269133
3422,43,0.002, O ,"(A, 5)",30,17,1,-13,False,0.0008677215312269133
3423,44,0.002, O ,"(C, 7)",26,22,1,-4,False,0.0008677215312269133
3424,46,0.001, O ,"(A, 8)",23,27,1,4,False,0.0004340774793185929
3425,48,0.002, O ,"(H, 6)",12,40,1,28,False,0.0008677215312269133
3426,50,0.001, O ,"(B, 8)",13,41,1,28,False,0.0004340774793185929
3427,52,0.001, O ,"(C, 8)",12,44,1,32,False,0.0004340774793185929
3428,54,0.001, O ,"(F, 8)",11,47,1,36,False,0.0004340774793185929
3429,56,0.0, O ,"(H, 8)",12,48,1,36,False,0.0
3430,58,0.0, O ,"(G, 7)",14,48,1,34,False,0.0
3431,60,0.0, O ,"(E, 8)",15,49,1,34,False,0.0
3432,2,0.001, O ,"(D, 3)",3,3,1,0,False,0.0004340774793185929
3433,4,0.002, O ,"(D, 2)",4,4,1,0,False,0.0008677215312269133
3434,6,0.002, O ,"(F, 5)",5,5,1,0,False,0.0008677215312269133
3435,8,0.002, O ,"(F, 2)",6,6,1,0,False,0.0008677215312269133
3436,10,0.002, O ,"(G, 5)",7,7,1,0,False,0.0008677215312269133
3437,12,0.001, O ,"(C, 1)",10,6,1,-4,False,0.0004340774793185929
3438,14,0.002, O ,"(E, 1)",12,6,1,-6,False,0.0008677215312269133
3439,16,0.002, O ,"(B, 3)",14,6,1,-8,False,0.0008677215312269133
3440,18,0.002, O ,"(F, 3)",15,7,1,-8,False,0.0008677215312269133
3441,20,0.002, O ,"(G, 3)",18,6,1,-12,False,0.0008677215312269133
3442,22,0.004, O ,"(H, 1)",18,8,1,-10,False,0.0017337128090005314
3443,24,0.002, O ,"(C, 3)",18,10,1,-8,False,0.0008677215312269133
3444,26,0.003, O ,"(A, 1)",18,12,1,-6,False,0.001300933020418072
3445,28,0.004, O ,"(A, 3)",19,13,1,-6,False,0.0017337128090005314
3446,30,0.002, O ,"(G, 2)",20,14,1,-6,False,0.0008677215312269133
3447,32,0.002, O ,"(C, 4)",21,15,1,-6,False,0.0008677215312269133
3448,34,0.002, O ,"(G, 4)",22,16,1,-6,False,0.0008677215312269133
3449,36,0.002, O ,"(H, 5)",24,16,1,-8,False,0.0008677215312269133
3450,38,0.002, O ,"(D, 6)",27,15,1,-12,False,0.0008677215312269133
3451,40,0.002, O ,"(B, 6)",29,15,1,-14,False,0.0008677215312269133
3452,42,0.002, O ,"(C, 7)",30,16,1,-14,False,0.0008677215312269133
3453,44,0.002, O ,"(G, 6)",31,17,1,-14,False,0.0008677215312269133
3454,46,0.004, O ,"(H, 8)",34,16,1,-18,False,0.0017337128090005314
3455,47,0.001, O ,"(B, 5)",24,27,1,3,False,0.0004340774793185929
3456,49,0.001, O ,"(D, 7)",23,30,1,7,False,0.0004340774793185929
3457,51,0.001, O ,"(A, 8)",22,33,1,11,False,0.0004340774793185929
3458,53,0.001, O ,"(A, 7)",20,37,1,17,False,0.0004340774793185929
3459,55,0.001, O ,"(F, 7)",20,39,1,19,False,0.0004340774793185929
3460,57,0.001, O ,"(F, 8)",21,40,1,19,False,0.0004340774793185929
3461,59,0.0, O ,"(G, 8)",21,42,1,21,False,0.0
3462,2,0.002, O ,"(D, 3)",3,3,1,0,False,0.0008677215312269133
3463,4,0.001, O ,"(B, 3)",4,4,1,0,False,0.0004340774793185929
3464,6,0.002, O ,"(F, 3)",5,5,1,0,False,0.0008677215312269133
3465,8,0.002, O ,"(F, 5)",6,6,1,0,False,0.0008677215312269133
3466,10,0.001, O ,"(C, 1)",7,7,1,0,False,0.0004340774793185929
3467,12,0.002, O ,"(C, 2)",8,8,1,0,False,0.0008677215312269133
3468,14,0.002, O ,"(G, 3)",10,8,1,-2,False,0.0008677215312269133
3469,16,0.001, O ,"(H, 1)",12,8,1,-4,False,0.0004340774793185929
3470,18,0.002, O ,"(E, 1)",13,9,1,-4,False,0.0008677215312269133
3471,20,0.002, O ,"(C, 3)",15,9,1,-6,False,0.0008677215312269133
3472,22,0.003, O ,"(G, 1)",16,10,1,-6,False,0.001300933020418072
3473,24,0.002, O ,"(F, 2)",18,10,1,-8,False,0.0008677215312269133
3474,26,0.002, O ,"(A, 4)",21,9,1,-12,False,0.0008677215312269133
3475,28,0.003, O ,"(A, 1)",21,11,1,-10,False,0.001300933020418072
3476,30,0.001, O ,"(H, 4)",21,13,1,-8,False,0.0004340774793185929
3477,32,0.002, O ,"(H, 2)",21,15,1,-6,False,0.0008677215312269133
3478,33,0.001, O ,"(A, 5)",18,19,1,1,False,0.0004340774793185929
3479,35,0.002, O ,"(B, 6)",17,22,1,5,False,0.0008677215312269133
3480,37,0.002, O ,"(F, 6)",17,24,1,7,False,0.0008677215312269133
3481,39,0.001, O ,"(C, 7)",17,26,1,9,False,0.0004340774793185929
3482,41,0.002, O ,"(H, 5)",17,28,1,11,False,0.0008677215312269133
3483,43,0.002, O ,"(F, 4)",17,30,1,13,False,0.0008677215312269133
3484,45,0.001, O ,"(G, 6)",18,31,1,13,False,0.0004340774793185929
3485,47,0.002, O ,"(C, 6)",17,34,1,17,False,0.0008677215312269133
3486,49,0.002, O ,"(D, 8)",15,38,1,23,False,0.0008677215312269133
3487,51,0.004, O ,"(A, 8)",18,37,1,19,False,0.0017337128090005314
3488,53,0.001, O ,"(E, 7)",19,38,1,19,False,0.0004340774793185929
3489,55,0.004, O ,"(B, 8)",17,42,1,25,False,0.0017337128090005314
3490,57,0.001, O ,"(H, 8)",16,45,1,29,False,0.0004340774793185929
3491,59,0.0, O ,"(F, 8)",13,50,1,37,False,0.0
3492,60,0.0, O ,"(H, 6)",10,54,1,44,False,0.0
3493,2,0.001, O ,"(D, 3)",3,3,1,0,False,0.0004340774793185929
3494,4,0.002, O ,"(B, 3)",4,4,1,0,False,0.0008677215312269133
3495,6,0.003, O ,"(F, 5)",5,5,1,0,False,0.001300933020418072
3496,8,0.002, O ,"(F, 3)",7,5,1,-2,False,0.0008677215312269133
3497,10,0.002, O ,"(F, 2)",9,5,1,-4,False,0.0008677215312269133
3498,12,0.002, O ,"(H, 1)",10,6,1,-4,False,0.0008677215312269133
3499,14,0.002, O ,"(H, 3)",11,7,1,-4,False,0.0008677215312269133
3500,16,0.001, O ,"(C, 6)",11,9,1,-2,False,0.0004340774793185929
3501,18,0.003, O ,"(E, 1)",13,9,1,-4,False,0.001300933020418072
3502,20,0.002, O ,"(E, 3)",14,10,1,-4,False,0.0008677215312269133
3503,22,0.002, O ,"(G, 4)",15,11,1,-4,False,0.0008677215312269133
3504,24,0.002, O ,"(D, 2)",20,8,1,-12,False,0.0008677215312269133
3505,26,0.003, O ,"(H, 2)",21,9,1,-12,False,0.001300933020418072
3506,28,0.002, O ,"(C, 3)",22,10,1,-12,False,0.0008677215312269133
3507,30,0.003, O ,"(A, 3)",27,7,1,-20,False,0.001300933020418072
3508,32,0.002, O ,"(A, 1)",28,8,1,-20,False,0.0008677215312269133
3509,34,0.006, O ,"(H, 5)",29,9,1,-20,False,0.0025979807199085947
3510,35,0.002, O ,"(H, 6)",28,11,1,-17,False,0.0008677215312269133
3511,37,0.002, O ,"(F, 7)",29,12,1,-17,False,0.0008677215312269133
3512,39,0.003, O ,"(E, 7)",28,15,1,-13,False,0.001300933020418072
3513,41,0.002, O ,"(B, 1)",28,17,1,-11,False,0.0008677215312269133
3514,43,0.002, O ,"(A, 6)",28,19,1,-9,False,0.0008677215312269133
3515,45,0.002, O ,"(D, 7)",30,19,1,-11,False,0.0008677215312269133
3516,47,0.002, O ,"(C, 1)",22,29,1,7,False,0.0008677215312269133
3517,49,0.001, O ,"(H, 8)",21,32,1,11,False,0.0004340774793185929
3518,51,0.001, O ,"(E, 6)",19,36,1,17,False,0.0004340774793185929
3519,53,0.001, O ,"(E, 8)",17,40,1,23,False,0.0004340774793185929
3520,55,0.001, O ,"(A, 8)",15,44,1,29,False,0.0004340774793185929
3521,57,0.0, O ,"(A, 4)",13,48,1,35,False,0.0
3522,58,0.001, O ,"(B, 8)",10,52,1,42,False,0.0004340774793185929
3523,60,0.001, O ,"(G, 8)",11,53,1,42,False,0.0004340774793185929
3524,2,0.002, O ,"(C, 4)",3,3,1,0,False,0.0008677215312269133
3525,4,0.001, O ,"(C, 2)",4,4,1,0,False,0.0004340774793185929
3526,6,0.002, O ,"(F, 5)",5,5,1,0,False,0.0008677215312269133
3527,8,0.002, O ,"(G, 4)",6,6,1,0,False,0.0008677215312269133
3528,10,0.002, O ,"(B, 3)",7,7,1,0,False,0.0008677215312269133
3529,12,0.001, O ,"(F, 3)",9,7,1,-2,False,0.0004340774793185929
3530,14,0.002, O ,"(E, 1)",11,7,1,-4,False,0.0008677215312269133
3531,16,0.004, O ,"(F, 6)",11,9,1,-2,False,0.0017337128090005314
3532,18,0.002, O ,"(A, 1)",9,13,1,4,False,0.0008677215312269133
3533,20,0.002, O ,"(F, 2)",11,13,1,2,False,0.0008677215312269133
3534,22,0.002, O ,"(E, 2)",14,12,1,-2,False,0.0008677215312269133
3535,24,0.002, O ,"(G, 3)",18,10,1,-8,False,0.0008677215312269133
3536,26,0.003, O ,"(B, 6)",23,7,1,-16,False,0.001300933020418072
3537,28,0.002, O ,"(D, 6)",23,9,1,-14,False,0.0008677215312269133
3538,30,0.003, O ,"(H, 1)",23,11,1,-12,False,0.001300933020418072
3539,32,0.002, O ,"(H, 3)",24,12,1,-12,False,0.0008677215312269133
3540,34,0.002, O ,"(B, 5)",26,12,1,-14,False,0.0008677215312269133
3541,36,0.002, O ,"(B, 1)",26,14,1,-12,False,0.0008677215312269133
3542,38,0.002, O ,"(A, 4)",28,14,1,-14,False,0.0008677215312269133
3543,40,0.002, O ,"(C, 8)",28,16,1,-12,False,0.0008677215312269133
3544,42,0.002, O ,"(E, 7)",28,18,1,-10,False,0.0008677215312269133
3545,44,0.002, O ,"(D, 1)",30,18,1,-12,False,0.0008677215312269133
3546,46,0.001, O ,"(H, 2)",26,24,1,-2,False,0.0004340774793185929
3547,48,0.003, O ,"(H, 6)",24,28,1,4,False,0.001300933020418072
3548,50,0.001, O ,"(H, 4)",23,31,1,8,False,0.0004340774793185929
3549,52,0.001, O ,"(H, 8)",26,30,1,4,False,0.0004340774793185929
3550,54,0.001, O ,"(F, 8)",24,34,1,10,False,0.0004340774793185929
3551,56,0.001, O ,"(H, 7)",24,36,1,12,False,0.0004340774793185929
3552,58,0.001, O ,"(A, 8)",23,39,1,16,False,0.0004340774793185929
3553,59,0.001, O ,"(B, 7)",14,49,1,35,False,0.0004340774793185929
3554,2,0.004, O ,"(C, 4)",3,3,1,0,True,0.0017337128090005314
3555,4,0.004, O ,"(F, 4)",4,4,1,0,True,0.0017337128090005314
3556,6,0.006, O ,"(D, 2)",6,4,1,-2,True,0.0025979807199085947
3557,8,0.004, O ,"(F, 2)",7,5,1,-2,True,0.0017337128090005314
3558,10,0.004, O ,"(C, 1)",8,6,1,-2,True,0.0017337128090005314
3559,12,0.002, O ,"(B, 4)",9,7,1,-2,True,0.0008677215312269133
3560,14,0.008, O ,"(G, 3)",10,8,1,-2,True,0.003460532109506489
